Player,Nation,Pos,Squad,Comp,Age,Born,90s,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,MP,Starts,Min,PK,PK_Attempted,Goals_per90,Assists_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,25,1996,31.9,54.2,0.75,0.41,0.53,0.19,0.03,0.41,0.75,0.34,1.03,0.72,0.31,1.57,2.32,4.95,0.03,0.82,0.03,0.6,0.06,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,84.9,88.3,93.1,62.9,46.74,55.08,1015.27,337.99,11.13,12.6,28.5,30.6,6.9,10.97,0.02,0.02,-0.02,0.13,2.54,0.16,0.03,3.17,55.08,53.07,1.91,1.69,0.03,0.63,0.25,0.22,0.0,0.0,0.0,0.0,46.74,0.09,0.34,32,32,"2,870",0,0,0.16,0.0,0.16,0.16,0.16,0.1,0.02,0.12,0.1,0.12,0.06,0.0,0.5,3.17,0.19,80.0,20.0,65.55,8.56,36.8,27.24,1.94,0.78,65.55,0.16,0.13,0.03,36.99,221.22,110.06,0.5,0.19,0.06,0.6,0.09,39.72,0.19,36.8,0.6,0.22,0.26,0.71,9.2,0,0,0,3.3,3.3,0.19,1.7,1.7
Matthijs de Ligt,nl NED,DF,Juventus,it Serie A,21,1999,29.7,83.3,1.14,0.64,0.71,0.44,0.0,0.51,0.61,0.1,1.04,0.71,0.34,0.88,2.02,3.47,0.0,0.74,0.07,0.54,0.0,0.03,0.1,0.03,0.03,0.07,0.0,0.0,0.0,0.0,0.0,88.6,92.3,93.5,70.5,50.84,57.37,1002.86,341.25,16.23,17.58,28.32,30.27,5.72,8.11,0.03,0.04,0.0,0.3,2.49,0.13,0.03,2.29,57.37,55.32,1.95,1.14,0.03,0.4,0.13,0.3,0.0,0.0,0.0,0.0,50.84,0.1,0.2,31,29,"2,674",0,0,0.1,0.03,0.13,0.1,0.13,0.05,0.03,0.09,0.05,0.09,0.13,0.03,0.61,2.29,0.2,66.7,33.3,66.23,8.82,31.45,31.89,3.13,1.21,66.23,0.2,0.13,0.07,37.88,174.07,86.23,0.61,0.34,0.0,0.4,0.1,45.66,0.2,50.0,0.67,0.34,0.15,0.3,13.4,0,0,0,1.6,1.6,0.08,1.4,1.4
Andreas Linde,se SWE,GK,Greuther Fürth,de Bundesliga,28,1993,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.08,0.08,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.7,96.7,96.4,38.0,27.0,41.75,729.0,530.83,4.92,5.08,13.5,14.0,8.33,21.92,0.0,0.0,0.0,0.0,0.5,0.08,0.0,0.0,41.75,31.92,9.33,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.5,0.08,12,12,"1,080",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,43.92,37.08,43.33,0.58,0.0,0.0,43.92,0.08,0.08,0.0,27.0,135.83,73.42,0.0,0.0,0.0,0.08,0.0,21.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,27,1994,26.2,64.3,0.61,0.42,0.34,0.27,0.0,0.34,0.53,0.19,0.99,0.65,0.34,0.95,1.56,3.66,0.0,0.5,0.15,0.46,0.0,0.0,0.0,0.0,0.04,0.11,0.0,0.0,0.0,0.0,0.04,87.7,93.0,92.2,64.8,46.37,52.86,854.92,307.98,17.25,18.55,24.31,26.37,4.08,6.3,0.02,0.03,0.05,0.15,2.86,0.23,0.0,2.75,52.86,51.56,1.22,0.99,0.15,0.38,0.0,0.23,0.0,0.0,0.0,0.0,46.37,0.08,0.31,28,26,"2,355",0,0,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03,0.15,0.0,0.53,2.75,0.11,100.0,0.0,60.88,8.44,33.63,25.95,1.76,0.38,60.88,0.11,0.11,0.0,35.08,221.91,129.2,0.53,0.65,0.11,0.31,0.04,39.12,0.11,66.7,0.11,0.08,0.0,0.0,8.6,0,0,0,0.2,0.2,0.07,-0.2,-0.2
Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,de Bundesliga,21,2000,22.0,33.3,1.27,0.59,0.27,0.59,0.41,0.55,1.64,1.09,1.36,0.0,1.36,1.09,2.36,0.5,0.05,4.05,0.36,2.64,0.5,0.45,0.32,0.14,0.0,0.23,0.09,0.0,0.05,0.0,0.0,70.4,79.7,72.4,50.0,18.77,26.68,271.59,71.82,10.18,12.77,5.73,7.91,1.32,2.64,0.25,0.22,-0.07,2.14,1.18,0.73,0.27,1.95,26.68,24.64,2.05,0.45,0.05,0.18,2.45,0.36,1.09,0.27,0.5,0.0,18.77,0.0,0.82,29,26,"1,976",0,0,0.23,0.18,0.41,0.23,0.41,0.37,0.25,0.62,0.37,0.62,0.0,0.0,3.64,1.95,7.0,46.5,52.1,41.45,0.45,4.09,17.14,20.82,4.32,41.45,3.23,1.5,1.68,25.68,161.73,83.41,3.64,1.68,1.82,3.82,1.45,26.73,7.0,33.3,2.46,0.82,0.09,0.28,17.1,3,0,0,8.0,8.0,0.15,-3.0,-3.0
Karol Linetty,pl POL,"MF,FW",Torino,it Serie A,26,1995,10.0,33.3,1.4,0.8,0.3,0.4,0.7,0.6,1.8,1.2,0.8,0.0,0.8,0.3,1.7,0.2,0.0,3.32,0.2,2.6,0.2,0.1,0.3,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,78.1,82.8,82.6,53.8,21.8,27.9,304.5,76.0,12.5,15.1,7.6,9.2,0.7,1.3,0.15,0.09,-0.15,1.6,1.9,0.7,0.0,2.2,27.9,26.4,1.4,0.3,0.0,0.1,0.8,0.1,0.8,0.0,0.4,0.0,21.8,0.1,1.1,16,11,896,0,0,0.0,0.0,0.0,0.0,0.0,0.07,0.15,0.23,0.07,0.23,0.2,0.0,1.0,2.2,3.7,55.6,44.4,38.6,0.3,4.2,17.8,16.9,2.5,38.6,0.9,0.5,0.4,19.2,88.5,38.6,1.0,1.4,0.5,2.8,0.7,24.1,3.7,15.4,1.31,0.2,0.0,0.0,19.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7
Pol Lirola,es ESP,"DF,FW",Marseille,fr Ligue 1,23,1997,19.7,46.4,1.42,0.81,0.76,0.46,0.2,0.66,1.42,0.76,0.76,0.0,0.76,0.66,2.08,1.12,0.0,2.85,0.2,2.59,0.1,0.05,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,80.4,89.3,83.1,57.4,45.38,56.45,677.66,170.86,25.08,28.07,14.47,17.41,2.94,5.13,0.14,0.19,-0.04,1.32,2.84,1.62,0.76,4.16,56.45,48.83,7.46,0.61,0.15,0.25,3.6,6.75,0.1,0.05,0.0,0.0,45.38,0.15,1.78,34,19,"1,770",0,0,0.05,0.1,0.15,0.05,0.15,0.07,0.14,0.21,0.07,0.21,0.05,0.0,3.76,4.16,10.41,54.3,45.7,66.04,1.52,12.64,29.95,24.16,3.05,66.04,2.34,1.27,1.07,42.79,250.91,133.45,3.76,1.68,0.66,1.93,0.86,45.23,10.41,15.4,0.66,0.1,0.08,0.5,20.9,0,0,0,1.4,1.4,0.1,-0.4,-0.4
Valentino Livramento,eng ENG,DF,Southampton,eng Premier League,18,2002,24.5,60.0,2.2,1.14,1.22,0.73,0.24,1.1,1.84,0.73,0.94,0.37,0.57,1.92,4.12,2.04,0.04,1.8,0.12,1.51,0.0,0.08,0.04,0.12,0.04,0.04,0.0,0.04,0.0,0.04,0.0,74.1,86.4,72.4,40.6,35.27,47.59,516.29,180.78,20.69,23.96,11.47,15.84,1.76,4.33,0.11,0.11,-0.07,0.82,1.8,1.1,0.33,3.27,47.59,38.86,8.69,0.65,0.08,0.12,2.53,8.04,0.0,0.0,0.0,0.0,35.27,0.04,1.06,28,25,"2,202",0,0,0.04,0.04,0.08,0.04,0.08,0.06,0.11,0.17,0.06,0.17,0.08,0.0,3.22,3.27,4.82,54.5,45.5,60.65,3.02,16.61,27.55,18.0,1.92,60.65,2.24,1.22,1.02,30.29,207.96,111.1,3.22,2.2,0.65,2.12,0.78,31.14,4.82,25.0,0.49,0.12,0.08,0.33,15.9,0,0,0,1.4,1.4,0.12,-0.4,-0.4
Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,23,1997,21.9,26.5,1.51,0.87,0.55,0.59,0.37,0.59,2.24,1.64,0.87,0.05,0.82,0.68,2.19,0.5,0.0,3.48,0.32,2.92,0.05,0.14,0.23,0.14,0.0,0.27,0.0,0.0,0.05,0.0,0.0,69.0,80.8,72.2,54.3,22.6,32.74,367.72,120.27,10.96,13.56,8.9,12.33,1.74,3.2,0.12,0.17,-0.08,1.28,1.92,1.6,0.55,4.43,32.74,32.19,0.37,0.23,0.05,0.27,2.69,0.09,0.0,0.0,0.0,0.0,22.6,0.18,1.51,30,22,"1,969",0,0,0.14,0.05,0.18,0.14,0.18,0.08,0.13,0.21,0.08,0.21,0.18,0.0,2.74,4.43,6.21,55.2,44.8,42.69,0.73,7.76,19.22,16.53,2.97,42.69,2.65,1.46,1.19,24.7,146.94,79.32,2.74,1.64,0.64,2.15,1.1,27.99,6.21,24.1,1.33,0.32,0.1,0.43,20.1,0,0,0,1.8,1.8,0.06,1.2,1.2
Diego Llorente,es ESP,DF,Leeds United,eng Premier League,27,1993,26.0,70.2,2.04,1.19,1.23,0.73,0.08,1.27,1.81,0.54,1.35,0.65,0.69,1.54,3.58,2.96,0.08,0.35,0.0,0.27,0.0,0.0,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,81.2,86.1,91.0,52.4,42.88,52.81,845.73,287.42,12.88,14.96,24.92,27.38,4.54,8.65,0.0,0.01,-0.0,0.08,2.62,0.12,0.0,3.73,52.81,51.12,1.58,1.15,0.04,0.62,0.08,0.42,0.0,0.0,0.0,0.0,42.88,0.12,0.77,28,28,"2,340",0,0,0.12,0.0,0.12,0.12,0.12,0.04,0.0,0.04,0.04,0.04,0.27,0.0,0.77,3.73,0.04,61.5,38.5,63.62,7.42,34.5,27.69,1.88,0.42,63.62,0.5,0.31,0.19,37.69,249.81,165.92,0.77,0.08,0.04,0.77,0.12,39.04,0.04,30.0,0.38,0.12,0.3,1.0,10.6,0,0,0,1.0,1.0,0.1,2.0,2.0
Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,26,1995,27.2,65.1,1.88,0.85,0.92,0.81,0.15,1.03,1.58,0.55,1.21,0.37,0.85,0.99,2.87,1.62,0.0,2.1,0.18,1.88,0.11,0.04,0.0,0.07,0.0,0.18,0.0,0.0,0.0,0.0,0.0,79.5,88.7,76.5,60.0,38.79,48.79,535.0,154.56,22.5,25.37,10.62,13.9,2.43,4.04,0.1,0.11,-0.02,0.96,1.99,1.07,0.37,2.98,48.79,42.57,5.99,0.0,0.04,0.22,2.61,5.92,0.0,0.0,0.0,0.0,38.79,0.22,1.25,29,29,"2,447",0,0,0.0,0.07,0.07,0.0,0.07,0.02,0.1,0.12,0.02,0.12,0.18,0.0,2.32,2.98,6.65,63.3,36.7,58.38,2.17,14.96,25.11,18.82,2.06,58.38,1.1,0.7,0.4,32.17,165.99,77.83,2.32,1.36,0.4,1.47,0.81,35.96,6.65,12.5,0.59,0.07,0.0,0.0,20.9,0,0,0,0.7,0.7,0.04,-0.7,-0.7
Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,34,1986,38.0,50.0,0.03,0.03,0.03,0.0,0.0,0.03,0.05,0.03,0.0,0.0,0.0,0.03,0.05,0.63,0.08,0.16,0.08,0.16,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,80.1,98.0,98.7,54.4,20.18,25.18,490.24,321.95,6.5,6.63,7.76,7.87,5.55,10.21,0.01,0.0,-0.01,0.05,0.39,0.03,0.0,0.0,25.18,16.55,8.55,1.24,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.18,0.08,0.03,38,38,"3,420",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.05,0.0,0.0,0.0,0.0,0.0,0.0,27.53,25.03,27.45,0.08,0.0,0.0,27.53,0.0,0.0,0.0,14.32,84.18,52.08,0.0,0.0,0.0,0.05,0.0,9.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Giovani Lo Celso,ar ARG,"FW,MF",Villarreal,es La Liga,25,1996,11.0,40.9,2.0,1.09,0.73,0.91,0.36,0.82,2.0,1.18,0.36,0.0,0.36,0.45,2.45,0.27,0.0,3.17,0.18,2.27,0.27,0.27,0.18,0.18,0.0,0.0,0.09,0.0,0.0,0.09,0.0,81.3,87.0,90.2,72.5,39.45,48.55,617.64,168.45,20.0,23.0,13.36,14.82,3.36,4.64,0.22,0.22,-0.13,1.55,4.55,2.09,0.09,6.18,48.55,45.73,2.36,0.91,0.36,0.27,1.36,0.09,0.82,0.36,0.0,0.0,39.45,0.45,1.55,16,11,994,0,0,0.09,0.09,0.18,0.09,0.18,0.1,0.22,0.32,0.1,0.32,0.27,0.0,3.0,6.18,6.45,65.0,35.0,59.27,0.73,7.18,28.64,24.27,3.64,59.27,3.64,2.36,1.27,40.55,250.0,102.09,3.0,1.45,0.64,2.27,1.55,47.0,6.45,33.3,1.63,0.54,0.06,0.17,18.1,1,0,0,1.1,1.1,0.06,-0.1,-0.1
Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,26,1994,18.7,38.9,2.09,1.28,0.86,1.07,0.16,0.75,1.93,1.18,0.48,0.05,0.43,0.64,2.73,0.7,0.05,2.03,0.05,1.93,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.05,0.0,93.5,96.3,92.2,87.7,70.96,75.88,1032.99,259.73,38.88,40.37,25.45,27.59,3.05,3.48,0.04,0.05,-0.04,0.8,6.84,0.32,0.0,4.97,75.88,74.92,0.96,0.91,0.11,0.11,0.16,0.05,0.0,0.0,0.0,0.0,70.96,0.0,0.48,23,19,"1,686",0,0,0.05,0.0,0.05,0.05,0.05,0.01,0.04,0.04,0.01,0.04,0.11,0.0,1.34,4.97,0.7,81.3,18.8,82.41,2.57,14.81,58.56,9.89,0.16,82.41,0.86,0.7,0.16,60.43,290.27,128.34,1.34,1.87,0.0,0.7,0.64,66.79,0.7,50.0,0.11,0.05,0.5,1.0,25.5,0,0,0,0.1,0.1,0.06,0.9,0.9
Manuel Locatelli,it ITA,MF,Juventus,it Serie A,23,1998,24.0,44.7,1.83,1.04,0.88,0.67,0.29,0.88,1.96,1.08,1.79,0.88,0.92,0.92,2.75,1.38,0.0,2.38,0.33,2.17,0.0,0.04,0.12,0.0,0.04,0.29,0.0,0.0,0.04,0.0,0.0,85.1,89.7,89.3,69.0,50.88,59.79,931.29,333.58,22.25,24.79,22.0,24.62,5.75,8.33,0.05,0.07,0.07,0.75,6.0,1.04,0.04,6.12,59.79,57.12,2.42,2.25,0.25,0.92,0.33,0.08,0.0,0.0,0.0,0.0,50.88,0.25,0.67,31,23,"2,160",0,0,0.12,0.12,0.25,0.12,0.25,0.09,0.06,0.15,0.09,0.15,0.25,0.0,0.62,6.12,1.33,67.9,32.1,69.83,3.58,18.54,40.67,11.17,1.17,69.83,1.17,0.79,0.38,38.33,144.5,53.17,0.62,0.88,0.17,1.08,0.67,49.29,1.33,14.3,0.87,0.12,0.14,1.0,19.0,0,0,0,2.2,2.2,0.1,0.8,0.8
Bradley Locko,fr FRA,"MF,DF",Reims,fr Ligue 1,19,2002,11.2,58.3,2.5,1.7,1.16,0.98,0.36,1.25,2.14,0.89,1.79,0.71,1.07,1.25,3.75,1.34,0.0,1.78,0.62,1.43,0.09,0.18,0.0,0.0,0.09,0.54,0.09,0.0,0.0,0.0,0.0,76.4,82.9,75.4,61.9,31.25,40.89,466.96,174.2,18.12,21.88,9.29,12.32,2.32,3.75,0.03,0.04,0.06,0.62,1.96,0.54,0.09,3.48,40.89,33.93,6.7,0.27,0.0,0.62,0.89,6.43,0.0,0.0,0.0,0.0,31.25,0.27,0.8,24,11,"1,011",0,0,0.09,0.09,0.18,0.09,0.18,0.02,0.02,0.04,0.02,0.04,0.36,0.0,2.68,3.48,3.57,68.2,31.8,51.79,2.05,15.71,24.73,12.5,0.71,51.79,1.96,1.34,0.62,29.64,197.41,120.18,2.68,1.96,0.27,1.16,1.96,28.75,3.57,28.6,0.62,0.18,0.14,0.5,24.1,0,0,0,0.2,0.2,0.03,0.8,0.8
Renan Lodi,br BRA,DF,Atlético Madrid,es La Liga,23,1998,13.1,40.7,2.37,1.37,1.07,0.99,0.31,0.84,2.06,1.22,1.68,0.31,1.37,0.99,3.36,1.45,0.08,1.53,0.23,1.37,0.08,0.0,0.0,0.08,0.0,0.23,0.0,0.0,0.0,0.0,0.0,77.6,88.3,80.2,36.5,37.02,47.71,541.91,134.35,21.3,24.12,12.67,15.8,1.45,3.97,0.14,0.16,0.02,0.84,1.22,0.69,0.23,2.44,47.71,40.0,7.71,0.84,0.0,0.46,3.66,6.72,0.15,0.0,0.0,0.0,37.02,0.0,1.3,29,13,"1,181",0,0,0.15,0.15,0.3,0.15,0.3,0.05,0.14,0.19,0.05,0.19,0.31,0.0,2.98,2.44,6.72,54.8,45.2,59.39,2.14,16.95,24.73,18.55,2.75,59.39,2.37,1.3,1.07,32.06,203.97,108.93,2.98,1.53,0.38,1.68,0.92,36.41,6.72,40.0,0.76,0.3,0.2,0.5,17.1,0,0,0,0.7,0.7,0.07,1.3,1.3
Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,eng Premier League,25,1996,15.5,52.6,1.87,0.65,1.03,0.71,0.13,0.65,1.23,0.58,0.97,0.39,0.58,0.71,2.58,1.1,0.0,3.62,0.39,2.84,0.0,0.19,0.26,0.19,0.13,0.19,0.0,0.0,0.13,0.0,0.06,89.3,92.7,88.7,78.6,56.52,63.29,840.32,196.52,32.71,35.29,20.32,22.9,2.13,2.71,0.15,0.15,-0.03,1.16,4.97,1.29,0.0,6.97,63.29,61.68,1.55,0.65,0.32,0.06,0.45,0.9,0.0,0.0,0.0,0.0,56.52,0.06,0.45,24,13,"1,394",0,0,0.0,0.13,0.13,0.0,0.13,0.08,0.16,0.24,0.08,0.24,0.06,0.0,4.45,6.97,3.42,70.0,30.0,75.61,1.29,11.74,44.0,21.1,2.58,75.61,3.87,2.71,1.16,46.71,283.81,171.03,4.45,3.23,0.58,1.74,2.13,57.23,3.42,31.6,1.23,0.39,0.0,0.0,18.6,0,0,0,1.2,1.2,0.06,-1.2,-1.2
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,23,1997,16.3,36.9,3.31,2.09,1.1,1.9,0.31,1.47,3.99,2.52,1.1,0.37,0.74,0.55,3.87,1.1,0.0,1.6,0.18,1.35,0.12,0.0,0.06,0.0,0.06,0.12,0.06,0.0,0.0,0.0,0.0,79.6,84.5,88.5,58.4,29.51,37.06,512.15,141.29,14.05,16.63,10.86,12.27,3.19,5.46,0.05,0.05,0.01,0.43,2.7,0.25,0.0,2.64,37.06,35.03,1.9,0.86,0.06,0.74,0.67,0.06,0.06,0.06,0.0,0.0,29.51,0.12,0.61,24,15,"1,464",0,0,0.06,0.06,0.12,0.06,0.12,0.05,0.05,0.1,0.05,0.1,0.06,0.0,0.12,2.64,0.92,54.5,45.5,47.55,2.64,12.33,26.93,8.47,0.86,47.55,0.67,0.37,0.31,22.82,83.8,26.32,0.12,0.43,0.06,1.35,1.1,26.38,0.92,13.3,0.92,0.12,0.07,0.5,26.0,1,0,0,0.7,0.7,0.05,0.3,0.3
Ademola Lookman,ng NGA,"FW,MF",Leicester City,eng Premier League,23,1997,16.1,35.7,1.99,0.87,0.62,0.81,0.56,0.62,1.74,1.12,1.18,0.06,1.12,0.62,2.61,0.25,0.0,2.85,0.19,2.17,0.06,0.25,0.19,0.19,0.0,0.12,0.0,0.0,0.0,0.06,0.0,75.6,83.1,83.1,38.1,25.16,33.29,318.26,81.12,16.15,19.44,7.02,8.45,0.5,1.3,0.12,0.11,-0.12,1.43,1.18,1.24,0.06,3.35,33.29,31.68,1.3,0.31,0.19,0.06,1.12,0.37,0.25,0.12,0.06,0.0,25.16,0.31,1.61,26,16,"1,453",0,0,0.37,0.0,0.37,0.37,0.37,0.28,0.11,0.4,0.28,0.4,0.12,0.0,2.67,3.35,8.63,65.5,34.5,46.89,0.43,5.78,20.31,21.43,5.47,46.89,3.6,2.36,1.24,31.12,166.46,79.38,2.67,1.61,1.49,3.66,3.23,34.66,8.63,46.2,1.61,0.74,0.23,0.5,15.0,0,0,0,4.5,4.5,0.17,1.5,1.5
Anthony Lopes,pt POR,GK,Lyon,fr Ligue 1,30,1990,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.36,0.09,0.12,0.0,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.7,98.7,99.6,58.4,28.55,34.11,732.15,513.93,4.56,4.62,16.31,16.37,7.58,12.99,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.03,34.11,25.38,8.73,2.08,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,28.55,0.0,0.0,34,34,"2,982",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,36.53,30.57,36.19,0.33,0.0,0.0,36.53,0.0,0.0,0.0,22.11,106.65,68.73,0.0,0.0,0.0,0.03,0.0,18.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Diego López,es ESP,GK,Espanyol,es La Liga,39,1981,35.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.03,0.03,0.59,0.03,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9,98.0,98.4,48.9,24.28,32.86,676.86,453.97,4.22,4.31,12.07,12.27,7.88,16.09,0.0,0.0,0.0,0.03,0.34,0.0,0.0,0.0,32.86,20.74,12.04,3.6,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,24.28,0.08,0.0,36,36,"3,177",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,35.27,30.37,34.93,0.4,0.0,0.0,35.27,0.0,0.0,0.0,16.52,109.32,76.03,0.0,0.0,0.0,0.0,0.0,11.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maxime Lopez,fr FRA,MF,Sassuolo,it Serie A,23,1997,32.6,40.2,2.12,1.1,1.23,0.83,0.06,1.07,2.67,1.6,1.01,0.21,0.8,1.29,3.4,1.17,0.03,3.28,0.31,2.98,0.0,0.12,0.06,0.03,0.09,0.31,0.0,0.0,0.0,0.0,0.0,90.7,95.0,91.6,77.9,72.3,79.72,1119.75,389.05,38.99,41.04,26.04,28.44,4.75,6.1,0.07,0.06,-0.04,1.5,7.79,0.46,0.12,7.24,79.72,77.36,2.3,2.12,0.03,0.15,0.52,0.12,0.06,0.0,0.03,0.0,72.3,0.06,0.71,35,33,"2,938",0,0,0.06,0.03,0.09,0.06,0.09,0.05,0.07,0.12,0.05,0.12,0.43,0.0,2.36,7.24,1.26,65.2,34.8,88.8,3.93,22.88,54.72,12.09,0.74,88.8,1.41,0.92,0.49,57.61,323.44,159.29,2.36,2.06,0.28,1.13,0.86,68.44,1.26,37.5,0.49,0.18,0.13,0.33,22.6,0,0,0,1.5,1.5,0.09,0.5,0.5
Pau López,es ESP,GK,Marseille,fr Ligue 1,26,1994,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.41,0.03,0.21,0.03,0.17,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,85.2,100.0,98.9,53.3,39.17,46.0,875.93,532.17,10.28,10.28,21.38,21.62,7.45,13.97,0.02,0.0,0.01,0.03,0.48,0.0,0.0,0.03,46.0,38.21,7.76,2.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,39.17,0.03,0.03,29,29,"2,610",0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.02,0.02,0.0,0.02,0.14,0.0,0.0,0.03,0.0,0.0,0.0,47.72,27.62,45.62,2.17,0.0,0.0,47.72,0.0,0.0,0.0,33.17,139.41,81.62,0.0,0.0,0.0,0.03,0.0,29.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
