,Player,Nation,Pos,Squad,Comp,Age,Born,90s,MP,Starts,Min,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Main_Pos,Secondary_Pos,Total_90s
308,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,26,1994,34.3,35,35,3090,51.9,3.09,1.87,1.02,1.6,0.47,1.57,3.03,1.46,1.55,0.17,1.37,1.02,4.11,0.99,0.0,3.0,0.17,2.1,0.61,0.12,0.06,0.09,0.03,0.12,0.03,0.03,0.0,0.0,0.0,74.9,84.9,80.8,58.8,29.83,39.8,609.07,241.87,11.49,13.53,12.13,15.01,5.45,9.27,0.12,0.15,0.15,-0.04,1.49,4.75,1.4,0.35,5.71,39.8,35.57,3.99,2.22,0.44,0.67,3.21,0.17,1.52,1.17,0.23,0.03,29.83,0.23,0.52,0.0,0.0,0.09,0.2,0.09,0.2,0.04,0.15,0.2,0.04,0.2,0.23,0.0,1.52,5.71,1.95,64.7,35.3,51.14,2.04,10.09,28.05,13.59,0.76,51.14,1.98,1.28,0.7,28.89,142.33,70.26,1.52,0.93,0.2,1.4,0.82,31.34,1.95,37.2,1.25,0.47,0.07,0.19,25.1,0,0,0,1.5,1.5,0.04,1.5,1.5,MF,None,34.3
309,John Stones,eng ENG,DF,Manchester City,eng Premier League,27,1994,12.4,14,12,1119,66.7,0.4,0.24,0.24,0.16,0.0,0.16,0.24,0.08,0.24,0.24,0.0,0.89,1.29,2.18,0.08,1.05,0.08,0.97,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,91.0,93.1,93.6,81.4,73.47,80.73,1334.19,383.39,31.53,33.87,34.35,36.69,6.69,8.23,0.0,0.02,0.02,-0.02,0.32,6.61,0.32,0.0,5.08,80.73,77.74,2.82,1.05,0.0,0.48,0.24,1.69,0.0,0.0,0.0,0.0,73.47,0.16,0.48,0.0,0.0,0.08,0.08,0.08,0.08,0.07,0.01,0.09,0.07,0.09,0.0,0.0,2.26,5.08,0.56,88.9,11.1,86.45,6.61,28.71,50.89,7.34,0.81,86.45,0.73,0.65,0.08,61.94,364.44,212.74,2.26,1.85,0.0,0.32,0.08,68.23,0.56,55.6,0.72,0.4,0.11,0.2,13.2,0,0,0,0.9,0.9,0.1,0.1,0.1,DF,None,12.4
310,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,23,1998,32.4,36,33,2915,38.6,1.23,0.62,0.56,0.56,0.12,0.52,1.36,0.83,0.8,0.28,0.52,0.62,1.85,1.33,0.0,2.07,0.12,1.3,0.49,0.03,0.22,0.03,0.0,0.09,0.03,0.0,0.0,0.0,0.0,78.2,87.7,86.4,57.4,34.07,43.55,642.16,181.76,14.14,16.11,13.92,16.11,5.0,8.7,0.09,0.05,0.08,0.04,0.99,3.86,0.93,0.52,4.04,43.55,40.15,3.12,1.76,0.03,0.77,3.02,0.46,0.86,0.4,0.43,0.0,34.07,0.28,0.68,0.0,0.0,0.06,0.15,0.06,0.15,0.07,0.05,0.12,0.07,0.12,0.06,0.0,0.59,4.04,2.04,68.4,31.6,51.6,1.88,10.4,29.29,12.47,0.59,51.6,0.59,0.4,0.19,25.22,105.8,44.23,0.59,0.65,0.03,1.11,0.46,33.12,2.04,29.3,1.27,0.37,0.05,0.17,25.5,2,0,0,2.3,2.3,0.06,-0.3,-0.3,MF,None,32.4
311,Jonas Hofmann,de GER,"MF,FW",Gladbach,de Bundesliga,29,1992,23.1,26,24,2078,40.5,1.3,0.87,0.26,0.74,0.3,0.74,1.82,1.08,1.0,0.0,1.0,0.52,1.82,0.43,0.0,6.19,0.52,3.64,1.99,0.22,0.17,0.13,0.04,0.43,0.0,0.09,0.0,0.0,0.0,76.0,88.9,80.1,52.7,41.6,54.76,679.31,194.16,21.21,23.85,13.59,16.97,4.68,8.87,0.22,0.29,0.28,-0.07,3.03,2.77,1.04,0.13,4.11,54.76,45.84,8.57,3.38,0.26,0.22,5.97,1.13,3.94,1.21,2.12,0.13,41.6,0.35,1.56,0.0,0.0,0.52,0.74,0.52,0.74,0.35,0.28,0.63,0.35,0.63,0.04,0.0,2.6,4.11,6.97,47.7,52.3,64.68,0.91,8.35,32.42,24.37,4.03,64.68,1.9,0.91,1.0,33.9,176.62,82.81,2.6,1.34,1.08,1.95,1.0,44.24,6.97,40.7,2.34,0.95,0.22,0.55,16.3,4,0,0,8.1,8.1,0.15,3.9,3.9,MF,FW,23.1
312,Jonas Wind,dk DEN,"FW,MF",Wolfsburg,de Bundesliga,22,1999,13.1,14,14,1180,25.0,0.76,0.46,0.08,0.53,0.15,0.08,0.31,0.23,0.61,0.23,0.38,0.46,1.22,0.99,0.0,2.97,0.38,2.21,0.08,0.08,0.31,0.31,0.0,0.23,0.08,0.0,0.08,0.0,0.0,64.9,70.8,67.8,57.7,18.63,28.7,272.82,99.85,10.38,14.66,6.26,9.24,1.15,1.98,0.08,0.19,0.19,-0.11,1.15,2.9,1.07,0.0,4.35,28.7,27.94,0.61,0.08,0.53,0.0,0.38,0.0,0.0,0.0,0.0,0.0,18.63,0.15,0.76,0.0,0.0,0.38,0.46,0.38,0.46,0.34,0.19,0.54,0.34,0.54,0.0,0.0,0.69,4.35,4.43,62.5,37.5,38.24,1.3,4.81,21.07,12.6,3.44,38.24,1.22,0.76,0.46,21.3,79.31,34.58,0.69,0.84,0.08,1.91,1.53,29.77,4.43,44.4,2.75,1.22,0.14,0.31,14.5,0,0,0,4.5,4.5,0.13,0.5,0.5,FW,MF,13.1
313,Jonathan Bamba,ci CIV,"MF,FW",Lille,fr Ligue 1,25,1996,27.0,31,28,2428,36.1,1.11,0.44,0.48,0.33,0.3,0.48,1.33,0.85,0.89,0.04,0.85,0.78,1.89,0.37,0.0,3.3,0.26,1.74,0.93,0.33,0.11,0.15,0.04,0.19,0.0,0.04,0.04,0.0,0.0,75.4,87.1,78.1,51.3,32.07,42.52,491.04,159.78,18.93,21.74,8.7,11.15,2.93,5.7,0.07,0.14,0.18,-0.06,1.7,2.81,1.26,0.3,4.3,42.52,37.15,5.15,1.22,0.11,0.15,4.26,1.37,2.56,1.0,1.22,0.0,32.07,0.22,1.37,0.0,0.0,0.04,0.11,0.04,0.11,0.11,0.14,0.25,0.11,0.25,0.11,0.0,3.74,4.3,7.41,33.0,67.0,55.7,0.59,6.74,25.52,24.48,2.96,55.7,3.81,1.26,2.56,37.7,237.22,115.59,3.74,2.33,1.33,2.81,2.11,39.41,7.41,23.5,1.89,0.44,0.02,0.08,19.9,2,0,0,3.0,3.0,0.06,-2.0,-2.0,MF,FW,27.0
314,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,1992,33.8,37,35,3046,40.0,1.86,1.01,0.98,0.59,0.3,0.65,1.63,0.98,1.27,0.03,1.24,2.16,4.02,1.51,0.0,4.2,0.62,2.43,1.36,0.09,0.15,0.06,0.12,0.47,0.06,0.03,0.03,0.0,0.03,66.0,82.2,70.4,40.6,36.78,55.71,655.95,279.2,17.57,21.39,13.31,18.91,4.79,11.8,0.33,0.21,0.22,0.12,2.19,2.43,1.78,0.68,4.14,55.71,39.88,15.44,1.36,0.12,0.24,10.3,8.61,5.47,1.75,2.81,0.0,36.78,0.38,1.07,0.0,0.0,0.15,0.47,0.15,0.47,0.09,0.21,0.3,0.09,0.3,0.09,0.0,3.25,4.14,8.96,48.3,51.7,66.36,1.95,12.78,24.35,30.21,1.86,66.36,1.78,0.86,0.92,32.81,191.3,108.49,3.25,2.28,0.65,1.39,0.38,34.17,8.96,40.0,1.18,0.47,0.13,0.31,22.1,12,0,0,3.0,3.0,0.07,2.0,2.0,DF,None,33.8
315,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,21,2000,31.2,38,32,2804,30.0,0.77,0.29,0.22,0.35,0.19,0.29,0.96,0.67,0.45,0.13,0.32,0.16,0.93,0.48,0.0,2.48,0.13,2.02,0.0,0.1,0.26,0.1,0.0,0.13,0.0,0.0,0.0,0.0,0.0,76.6,84.7,78.8,63.3,16.15,21.09,212.56,46.96,9.62,11.35,4.52,5.74,0.61,0.96,0.0,0.11,0.08,-0.11,1.09,1.38,0.67,0.06,2.15,21.09,19.81,0.9,0.03,0.06,0.03,0.19,0.22,0.0,0.0,0.0,0.0,16.15,0.38,0.54,2.0,3.0,0.48,0.48,0.42,0.42,0.47,0.11,0.58,0.39,0.51,0.1,0.0,1.38,2.15,5.83,48.1,51.9,31.12,0.67,2.92,13.94,14.55,4.52,31.03,1.73,0.83,0.9,19.84,98.24,46.35,1.38,0.9,0.8,3.04,1.15,22.53,5.83,44.8,2.15,0.96,0.19,0.43,13.8,0,2,3,14.6,12.3,0.18,0.4,0.7,FW,None,31.2
316,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,28,1992,34.1,35,35,3067,55.6,1.76,0.82,0.7,0.82,0.23,0.73,1.32,0.59,1.14,0.79,0.35,1.91,3.67,3.11,0.0,1.17,0.15,1.11,0.0,0.0,0.03,0.0,0.03,0.15,0.0,0.0,0.0,0.0,0.0,88.8,93.0,92.2,70.6,53.96,60.76,983.84,337.16,21.88,23.52,26.42,28.65,4.87,6.89,0.0,0.05,0.03,-0.05,0.44,6.07,0.38,0.09,6.16,60.76,59.12,1.55,1.32,0.06,0.76,0.29,0.23,0.0,0.0,0.0,0.0,53.96,0.09,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.06,0.0,0.06,0.21,0.0,1.91,6.16,0.44,76.2,23.8,70.12,4.96,22.96,43.96,3.87,0.09,70.12,0.62,0.47,0.15,47.48,280.67,176.8,1.91,1.41,0.09,0.44,0.26,48.91,0.44,0.0,0.15,0.0,0.0,0.0,30.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,DF,None,34.1
317,Jonathan Ikone,fr FRA,"MF,FW",Lille,fr Ligue 1,23,1998,11.8,18,13,1062,36.4,0.93,0.25,0.51,0.34,0.08,0.34,0.93,0.59,1.1,0.08,1.02,0.42,1.36,0.34,0.0,2.95,0.17,2.37,0.0,0.25,0.34,0.0,0.0,0.08,0.0,0.0,0.08,0.0,0.0,78.1,84.3,83.0,66.7,28.05,35.93,465.0,112.71,13.64,16.19,9.92,11.95,2.88,4.32,0.0,0.19,0.12,-0.19,1.27,2.2,1.53,0.08,4.24,35.93,34.15,1.44,0.25,0.42,0.42,0.68,0.85,0.08,0.0,0.0,0.0,28.05,0.34,1.1,0.0,0.0,0.08,0.08,0.08,0.08,0.18,0.18,0.37,0.18,0.37,0.08,0.0,2.88,4.24,6.02,44.6,53.6,48.81,1.27,5.34,24.07,21.02,3.73,48.81,4.75,2.12,2.54,31.53,212.88,105.34,2.88,2.46,0.93,2.46,1.53,35.34,6.02,36.4,1.86,0.68,0.05,0.13,18.7,2,0,0,2.1,2.1,0.1,-1.1,-1.1,MF,FW,11.8
318,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,25,1996,32.0,33,33,2878,51.5,0.78,0.56,0.59,0.16,0.03,0.53,1.03,0.5,0.97,0.62,0.34,1.34,2.12,4.88,0.0,0.72,0.09,0.62,0.0,0.0,0.09,0.0,0.0,0.06,0.0,0.0,0.03,0.0,0.0,88.1,89.9,92.8,66.4,52.66,59.78,1011.12,343.28,16.69,18.56,30.91,33.31,4.56,6.88,0.06,0.06,0.03,0.0,0.28,2.41,0.09,0.03,3.19,59.78,58.16,1.59,0.97,0.16,0.19,0.06,0.12,0.0,0.0,0.0,0.0,52.66,0.03,0.25,0.0,0.0,0.06,0.13,0.06,0.13,0.04,0.06,0.1,0.04,0.1,0.12,0.0,0.56,3.19,0.19,76.2,23.8,70.56,9.09,36.47,32.69,1.84,0.75,70.56,0.66,0.5,0.16,42.0,226.06,123.88,0.56,0.31,0.03,0.59,0.34,47.12,0.19,18.8,0.5,0.09,0.13,0.67,10.4,0,0,0,1.2,1.2,0.08,0.8,0.8,DF,None,32.0
319,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,33,1988,15.0,18,16,1348,63.6,1.6,0.93,0.93,0.53,0.13,0.93,1.47,0.53,1.13,0.87,0.27,1.33,2.93,3.93,0.0,0.67,0.13,0.53,0.13,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,82.9,86.6,92.5,53.7,56.4,68.0,1116.13,411.47,16.73,19.33,32.8,35.47,6.33,11.8,0.07,0.05,0.05,0.01,0.27,3.47,0.33,0.0,3.27,68.0,64.93,2.93,2.4,0.07,0.07,0.2,0.53,0.0,0.0,0.0,0.0,56.4,0.13,0.2,0.0,0.0,0.07,0.13,0.07,0.13,0.04,0.05,0.09,0.04,0.09,0.2,0.0,0.07,3.27,0.27,66.7,33.3,76.47,10.27,42.13,32.27,2.53,0.8,76.47,0.2,0.13,0.07,43.8,186.87,102.47,0.07,0.2,0.0,0.27,0.0,49.8,0.27,66.7,0.2,0.13,0.33,0.5,5.6,0,0,0,0.6,0.6,0.2,0.4,0.4,DF,None,15.0
320,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,29,1991,22.4,31,23,2019,54.8,2.1,1.34,0.89,0.89,0.31,0.76,1.38,0.62,1.47,0.13,1.34,0.67,2.77,0.67,0.0,2.72,0.27,1.83,0.04,0.09,0.13,0.58,0.04,0.22,0.0,0.0,0.0,0.04,0.0,76.4,88.9,78.9,31.5,25.71,33.66,352.41,67.37,15.45,17.37,8.04,10.18,0.76,2.41,0.13,0.12,0.13,0.01,1.03,1.38,0.71,0.27,2.28,33.66,32.95,0.62,0.13,0.36,0.09,3.3,0.4,0.09,0.0,0.0,0.0,25.71,0.09,1.34,0.0,0.0,0.13,0.27,0.13,0.27,0.14,0.12,0.26,0.14,0.26,0.09,0.0,4.38,2.28,6.74,47.9,52.1,48.53,0.67,6.65,22.95,20.09,2.99,48.53,3.17,1.52,1.65,31.07,204.91,103.39,4.38,2.19,1.07,3.75,3.44,34.78,6.74,22.9,1.56,0.36,0.09,0.38,16.8,1,0,0,3.1,3.1,0.09,-0.1,-0.1,FW,None,22.4
321,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,29,1992,32.3,34,33,2911,33.3,1.7,1.08,0.87,0.71,0.12,0.9,2.69,1.8,0.65,0.15,0.5,0.93,2.63,1.08,0.0,2.75,0.15,2.35,0.06,0.03,0.09,0.19,0.03,0.15,0.0,0.0,0.0,0.0,0.0,83.5,90.6,88.4,66.7,66.13,79.2,1234.92,453.75,26.93,29.72,27.43,31.02,9.44,14.15,0.06,0.11,0.09,-0.04,0.93,6.84,0.84,0.22,8.98,79.2,75.26,3.62,2.69,0.12,0.99,1.21,0.77,0.06,0.0,0.0,0.0,66.13,0.31,1.05,0.0,0.0,0.0,0.06,0.0,0.06,0.01,0.11,0.12,0.01,0.12,0.4,0.03,2.41,8.98,1.33,66.0,34.0,87.52,3.03,25.85,51.89,10.56,0.19,87.52,1.64,1.08,0.56,63.65,337.83,188.58,2.41,1.49,0.09,1.15,1.46,66.66,1.33,14.3,0.43,0.06,0.0,0.0,25.8,0,0,0,0.3,0.3,0.02,-0.3,-0.3,MF,None,32.3
322,Jordan Lotomba,ch SUI,DF,Nice,fr Ligue 1,22,1998,19.8,30,19,1782,53.3,1.67,0.86,1.06,0.45,0.15,0.81,1.52,0.71,0.86,0.2,0.66,0.61,2.27,1.41,0.0,1.87,0.2,1.52,0.05,0.2,0.05,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0,80.9,90.0,81.7,59.5,41.31,51.06,599.65,231.77,25.35,28.18,12.42,15.2,2.22,3.74,0.0,0.06,0.08,-0.06,0.71,2.78,0.76,0.56,3.99,51.06,41.16,9.7,0.96,0.0,0.15,2.22,8.74,0.0,0.0,0.0,0.0,41.31,0.2,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.06,0.1,0.04,0.1,0.2,0.0,2.53,3.99,5.1,53.7,46.3,60.25,2.53,16.36,27.42,17.12,1.31,60.25,2.07,1.11,0.96,36.62,217.42,114.29,2.53,1.97,0.4,1.52,0.86,36.62,5.1,22.2,0.45,0.1,0.0,0.0,17.1,0,0,0,0.8,0.8,0.09,-0.8,-0.8,DF,None,19.8
323,Jordan Veretout,fr FRA,MF,Roma,it Serie A,28,1993,25.8,36,26,2319,38.5,1.32,0.97,0.78,0.47,0.08,0.58,1.51,0.93,0.47,0.04,0.43,1.05,2.36,0.85,0.04,4.19,0.43,2.48,1.32,0.04,0.23,0.08,0.04,0.16,0.23,0.0,0.04,0.0,0.0,84.4,89.9,89.6,69.4,47.09,55.81,915.16,259.73,17.29,19.22,22.33,24.92,6.86,9.88,0.31,0.21,0.16,0.1,2.13,5.16,0.74,0.08,6.36,55.81,51.01,4.73,1.86,0.08,0.66,3.95,0.19,2.67,1.55,1.01,0.0,47.09,0.08,0.47,1.0,2.0,0.16,0.47,0.12,0.43,0.18,0.21,0.39,0.12,0.33,0.23,0.0,1.9,6.36,2.71,73.7,26.3,62.67,1.67,11.47,36.71,15.0,1.2,62.6,0.74,0.54,0.19,35.35,186.12,85.43,1.9,1.24,0.16,0.93,0.43,43.99,2.71,29.6,1.05,0.31,0.11,0.38,22.0,3,1,2,4.6,3.1,0.11,-0.6,-0.1,MF,None,25.8
324,Jorginho,it ITA,MF,Chelsea,eng Premier League,29,1991,25.3,29,26,2273,34.9,2.53,1.3,1.07,1.23,0.24,1.15,3.28,2.13,1.07,0.16,0.91,1.42,3.95,0.83,0.04,2.77,0.32,2.41,0.08,0.04,0.08,0.12,0.04,0.32,0.0,0.0,0.0,0.0,0.0,89.1,92.9,91.6,65.0,66.44,74.58,1034.82,285.65,34.07,36.68,26.44,28.85,3.6,5.53,0.08,0.11,0.08,-0.03,1.07,7.35,1.42,0.0,7.04,74.58,72.89,1.66,1.66,0.32,0.16,0.12,0.0,0.0,0.0,0.0,0.0,66.44,0.04,0.51,6.0,7.0,0.24,0.32,0.0,0.08,0.23,0.11,0.34,0.01,0.12,0.2,0.0,0.71,7.04,0.75,76.2,23.8,83.24,2.02,16.68,51.34,15.77,0.51,82.96,0.83,0.63,0.2,46.44,194.19,95.42,0.71,1.07,0.04,0.87,0.75,62.49,0.75,22.2,0.36,0.08,0.0,0.0,32.6,0,6,7,5.8,0.3,0.04,0.2,-0.3,MF,None,25.3
325,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,2001,32.6,36,33,2935,46.2,1.81,0.92,1.01,0.71,0.09,1.1,2.39,1.29,0.83,0.46,0.37,1.29,3.1,1.72,0.0,1.13,0.15,0.95,0.03,0.03,0.0,0.06,0.06,0.09,0.0,0.03,0.0,0.03,0.0,83.9,87.9,88.3,70.9,33.16,39.54,583.37,170.25,14.45,16.44,13.62,15.43,3.74,5.28,0.03,0.02,0.04,0.01,0.37,2.18,0.46,0.15,2.79,39.54,38.28,1.1,0.98,0.06,0.37,0.61,0.09,0.03,0.0,0.03,0.0,33.16,0.15,0.49,0.0,0.0,0.03,0.06,0.03,0.06,0.03,0.02,0.05,0.03,0.05,0.15,0.0,0.15,2.79,0.61,38.1,61.9,47.73,4.11,18.1,25.49,4.45,0.46,47.73,0.64,0.25,0.4,27.88,115.28,47.15,0.15,0.21,0.06,0.92,0.15,28.93,0.61,16.7,0.55,0.09,0.06,0.33,20.9,0,0,0,0.9,0.9,0.05,0.1,0.1,MF,None,32.6
326,Joselu,es ESP,FW,Alavés,es La Liga,31,1990,34.7,37,35,3122,28.0,0.46,0.32,0.03,0.26,0.17,0.2,0.72,0.52,0.61,0.12,0.49,0.2,0.66,1.3,0.0,2.39,0.26,1.5,0.03,0.12,0.43,0.32,0.0,0.17,0.0,0.03,0.03,0.03,0.0,59.5,67.3,57.7,49.3,18.93,31.82,260.75,62.56,11.76,17.46,5.27,9.14,0.98,1.99,0.12,0.13,0.1,-0.01,1.01,2.1,0.52,0.12,3.11,31.82,30.23,1.3,0.0,0.14,0.23,0.89,0.32,0.06,0.0,0.0,0.0,18.93,0.29,0.72,6.0,7.0,0.4,0.52,0.23,0.35,0.37,0.13,0.5,0.21,0.34,0.0,0.0,0.78,3.11,3.95,35.3,64.7,42.74,1.47,3.14,21.12,18.65,4.58,42.54,1.47,0.52,0.95,19.91,62.74,17.41,0.78,0.55,0.55,2.28,0.98,33.31,3.95,36.7,2.59,0.95,0.09,0.24,18.6,5,6,7,12.9,7.4,0.08,1.1,0.6,FW,None,34.7
327,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,26,1995,27.5,28,28,2474,31.0,1.42,0.73,0.51,0.62,0.29,0.65,2.11,1.45,1.24,0.29,0.95,1.89,3.31,1.05,0.04,5.64,0.87,2.95,2.29,0.04,0.11,0.11,0.15,0.33,0.47,0.0,0.0,0.04,0.04,83.9,91.1,89.4,61.6,79.16,94.36,1425.02,505.42,35.78,39.27,32.47,36.33,9.09,14.76,0.33,0.32,0.39,0.01,2.91,8.95,2.04,0.15,10.62,94.36,82.18,11.56,4.58,0.73,0.58,6.58,1.42,5.56,2.91,2.04,0.07,79.16,0.62,1.02,0.0,0.0,0.11,0.44,0.11,0.44,0.08,0.32,0.4,0.08,0.4,0.15,0.0,1.56,10.62,1.93,51.2,48.8,104.76,2.55,20.11,59.27,26.11,1.02,104.76,1.49,0.76,0.73,56.95,290.11,132.4,1.56,1.56,0.04,1.16,0.65,71.05,1.93,33.3,0.98,0.33,0.11,0.33,24.7,0,0,0,2.3,2.3,0.09,0.7,0.7,MF,None,27.5
328,José Luis Gayà,es ESP,DF,Valencia,es La Liga,26,1995,20.8,24,22,1871,47.1,1.68,1.01,1.15,0.48,0.05,0.77,1.63,0.87,0.82,0.14,0.67,0.91,2.6,1.78,0.0,2.12,0.34,1.83,0.19,0.0,0.05,0.05,0.0,0.29,0.0,0.0,0.0,0.05,0.0,72.0,86.5,78.1,44.3,31.25,43.41,573.94,223.17,13.56,15.67,13.51,17.31,3.75,8.46,0.19,0.12,0.12,0.07,1.11,1.83,1.49,0.87,3.22,43.41,32.84,10.53,1.49,0.1,0.77,4.52,8.94,0.1,0.05,0.0,0.05,31.25,0.05,1.06,0.0,0.0,0.1,0.29,0.1,0.29,0.06,0.12,0.18,0.06,0.18,0.38,0.1,1.73,3.22,4.42,55.2,44.8,52.07,2.45,15.67,21.73,15.34,1.01,52.07,1.39,0.77,0.62,25.29,122.5,59.62,1.73,1.68,0.14,0.62,0.24,26.73,4.42,50.0,0.87,0.43,0.11,0.22,20.3,1,0,0,1.2,1.2,0.07,0.8,0.8,DF,None,20.8
329,José Luis Morales,es ESP,"FW,MF",Levante,es La Liga,34,1987,30.2,35,31,2719,28.6,0.89,0.56,0.2,0.3,0.4,0.4,1.39,0.99,0.96,0.0,0.96,0.13,1.03,0.23,0.0,3.44,0.43,1.95,0.33,0.66,0.26,0.2,0.03,0.23,0.03,0.07,0.03,0.07,0.0,64.2,80.5,66.8,45.6,16.46,25.63,265.53,87.12,9.04,11.23,4.93,7.38,1.72,3.77,0.23,0.17,0.13,0.06,1.19,1.56,1.19,0.33,3.21,25.63,23.15,2.15,0.4,0.2,0.2,4.01,0.5,0.99,0.33,0.5,0.03,16.46,0.33,1.09,3.0,5.0,0.43,0.66,0.33,0.56,0.47,0.17,0.65,0.34,0.52,0.23,0.0,3.31,3.21,7.98,41.0,59.0,38.64,0.3,3.81,13.11,22.68,4.57,38.48,5.17,2.12,3.05,23.61,181.16,90.5,3.31,2.38,1.79,2.98,1.82,26.49,7.98,40.8,2.52,1.03,0.13,0.32,18.9,2,3,5,14.3,10.4,0.14,-1.3,-0.4,FW,MF,30.2
330,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,1995,22.7,24,24,2042,50.0,0.79,0.53,0.53,0.26,0.0,0.35,0.7,0.35,1.1,0.84,0.26,1.1,1.89,4.23,0.04,0.48,0.09,0.31,0.0,0.04,0.09,0.04,0.0,0.04,0.0,0.0,0.04,0.0,0.0,88.3,94.0,92.1,69.4,36.12,40.93,713.74,251.15,11.81,12.56,18.9,20.53,4.41,6.34,0.04,0.04,0.01,0.0,0.22,1.59,0.0,0.0,1.94,40.93,38.77,2.03,1.94,0.0,0.7,0.04,0.09,0.0,0.0,0.0,0.0,36.12,0.13,0.13,0.0,0.0,0.04,0.09,0.04,0.09,0.08,0.04,0.11,0.08,0.11,0.31,0.0,0.22,1.94,0.09,66.7,33.3,50.22,7.62,27.36,21.41,1.72,1.15,50.22,0.53,0.35,0.18,25.51,105.2,50.79,0.22,0.18,0.04,0.4,0.04,30.53,0.09,35.0,0.88,0.31,0.05,0.14,13.5,0,0,0,1.7,1.7,0.09,-0.7,-0.7,DF,None,22.7
