,Player,Nation,Pos,Squad,Comp,Age,Born,90s,MP,Starts,Min,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Main_Pos,Secondary_Pos,Total_90s
139,David Alaba,at AUT,DF,Real Madrid,es La Liga,30,1992,20.4,23,21,1838,60.0,0.74,0.54,0.39,0.2,0.15,0.44,0.74,0.29,0.88,0.44,0.44,0.69,1.42,1.81,0.05,1.32,0.2,1.13,0.15,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,87.6,96.0,87.6,53.5,51.08,58.28,747.94,268.38,29.46,30.69,16.67,19.02,2.6,4.85,0.15,0.05,0.06,0.09,0.78,3.33,0.44,0.2,3.28,58.28,53.04,4.8,2.21,0.2,0.15,1.27,2.25,0.15,0.15,0.0,0.0,51.08,0.44,0.54,0.0,0.0,0.05,0.2,0.05,0.2,0.04,0.05,0.09,0.04,0.09,0.15,0.0,0.78,3.28,2.94,75.0,25.0,63.38,6.72,26.03,25.98,11.76,1.08,63.38,0.2,0.15,0.05,38.19,174.8,101.47,0.78,1.18,0.1,0.34,0.25,45.98,2.94,21.4,0.69,0.15,0.07,0.33,19.8,5.0,0,0,0.8,0.8,0.06,0.2,0.2,DF,None,20.4
140,David García,es ESP,DF,Osasuna,es La Liga,28,1994,29.8,32,31,2680,86.4,1.14,0.67,0.74,0.4,0.0,0.64,0.74,0.1,0.94,0.44,0.5,1.51,2.65,5.07,0.0,0.64,0.07,0.64,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,80.9,88.6,87.6,57.9,38.66,47.79,793.12,319.26,12.75,14.4,19.66,22.45,5.87,10.13,0.0,0.01,0.02,-0.01,0.17,3.93,0.2,0.0,3.52,47.79,46.48,1.28,1.21,0.03,0.47,0.07,0.07,0.0,0.0,0.0,0.0,38.66,0.03,0.27,0.0,0.0,0.07,0.07,0.07,0.07,0.02,0.01,0.04,0.02,0.04,0.27,0.03,0.54,3.52,0.13,100.0,0.0,58.46,6.64,27.85,28.93,1.78,0.74,58.46,0.13,0.13,0.0,30.47,151.24,84.13,0.54,0.27,0.03,0.27,0.07,34.19,0.13,20.0,0.5,0.1,0.13,0.67,10.2,0.0,0,0,0.7,0.7,0.05,1.3,1.3,DF,None,29.8
141,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,21,2001,15.6,31,16,1407,36.8,0.83,0.45,0.06,0.64,0.13,0.45,1.22,0.77,1.22,0.06,1.15,0.71,1.54,0.38,0.0,4.02,0.45,3.27,0.06,0.38,0.19,0.06,0.06,0.38,0.0,0.06,0.0,0.0,0.0,80.8,88.6,80.5,62.7,39.42,48.78,617.95,172.44,19.94,22.5,15.32,19.04,2.37,3.78,0.19,0.26,0.27,-0.07,1.86,4.42,2.05,0.26,7.5,48.78,47.37,1.15,0.32,0.19,0.06,3.33,0.38,0.45,0.26,0.13,0.0,39.42,0.26,0.83,0.0,0.0,0.06,0.26,0.06,0.26,0.18,0.26,0.44,0.18,0.44,0.13,0.0,3.91,7.5,8.53,56.3,33.3,58.08,0.32,3.72,28.27,26.86,2.88,58.08,3.08,1.73,1.03,49.55,336.47,162.63,3.91,4.68,0.58,2.05,1.79,47.18,8.53,26.9,1.66,0.45,0.04,0.14,17.6,3.0,0,0,2.8,2.8,0.11,-1.8,-1.8,MF,FW,15.6
142,David Raum,de GER,"DF,MF",RB Leipzig,de Bundesliga,24,1998,18.7,28,19,1685,58.6,2.09,1.34,1.23,0.64,0.21,0.91,1.55,0.64,1.28,0.32,0.96,0.86,2.94,1.39,0.05,3.04,0.16,1.5,1.18,0.16,0.16,0.05,0.0,0.11,0.05,0.0,0.0,0.0,0.0,75.5,90.3,79.6,44.4,48.02,63.58,803.32,247.49,24.28,26.9,18.56,23.32,4.22,9.52,0.11,0.25,0.27,-0.14,1.93,2.25,1.39,0.8,3.69,63.58,50.11,13.26,1.18,0.16,0.21,7.54,9.09,2.99,0.86,1.66,0.0,48.02,0.21,2.14,0.0,0.0,0.0,0.11,0.0,0.11,0.03,0.25,0.28,0.03,0.28,0.27,0.0,2.35,3.69,6.79,23.5,61.8,73.1,2.19,19.52,29.25,25.19,1.82,73.1,1.82,0.43,1.12,38.56,165.35,83.64,2.35,1.23,0.53,0.91,0.48,43.69,6.79,35.7,0.75,0.27,0.0,0.0,23.1,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6,DF,MF,18.7
143,Davide Calabria,it ITA,DF,Milan,it Serie A,25,1996,18.8,25,21,1690,62.3,3.78,2.34,1.65,1.7,0.43,2.02,3.24,1.22,1.17,0.37,0.8,1.33,5.11,1.81,0.0,1.97,0.32,1.6,0.11,0.0,0.05,0.16,0.05,0.27,0.0,0.0,0.0,0.05,0.0,81.5,93.4,86.3,47.1,55.32,67.87,940.0,313.94,25.74,27.55,24.04,27.87,4.68,9.95,0.21,0.09,0.09,0.12,1.01,3.78,1.01,0.64,5.74,67.87,57.23,10.32,0.96,0.0,0.27,2.18,9.1,0.27,0.0,0.27,0.0,55.32,0.32,1.28,0.0,0.0,0.05,0.27,0.05,0.27,0.06,0.09,0.15,0.06,0.15,0.32,0.0,1.38,5.74,4.26,21.4,57.1,78.4,3.14,22.02,40.85,16.33,0.85,78.4,0.74,0.16,0.43,40.16,175.69,104.57,1.38,1.22,0.11,0.74,0.37,48.67,4.26,12.5,0.85,0.11,0.06,0.5,23.9,0.0,0,0,1.2,1.2,0.07,-0.2,-0.2,DF,None,18.8
144,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,22,1999,31.9,36,35,2873,56.8,1.97,1.13,0.75,0.91,0.31,0.78,1.38,0.6,0.85,0.19,0.66,0.5,2.48,1.32,0.0,2.47,0.13,1.88,0.0,0.22,0.16,0.16,0.06,0.13,0.0,0.0,0.0,0.0,0.0,79.3,83.5,82.9,69.0,25.45,32.1,430.0,117.93,12.54,15.02,9.44,11.38,2.51,3.64,0.0,0.06,0.06,-0.06,0.85,2.51,0.69,0.03,4.29,32.1,31.29,0.78,0.6,0.19,0.66,0.66,0.19,0.0,0.0,0.0,0.0,25.45,0.03,0.78,0.0,0.0,0.22,0.22,0.22,0.22,0.24,0.06,0.3,0.24,0.3,0.13,0.0,2.29,4.29,2.95,45.9,36.5,44.42,2.13,8.78,22.07,14.29,3.42,44.42,2.32,1.07,0.85,25.36,152.54,74.42,2.29,1.69,0.66,1.76,1.38,31.13,2.95,37.5,2.0,0.75,0.11,0.29,13.9,0.0,0,0,7.8,7.8,0.12,-0.8,-0.8,MF,None,31.9
145,Davide Zappacosta,it ITA,DF,Atalanta,it Serie A,30,1992,16.3,21,18,1471,68.2,2.09,1.1,1.04,0.74,0.31,0.92,1.35,0.43,1.41,0.12,1.29,0.55,2.64,0.98,0.0,2.38,0.49,1.6,0.37,0.18,0.12,0.06,0.06,0.31,0.06,0.06,0.06,0.0,0.0,83.4,93.5,80.9,54.2,47.3,56.75,662.94,209.94,28.34,30.31,15.83,19.57,1.6,2.94,0.12,0.1,0.09,0.02,0.92,2.33,0.86,0.55,3.37,56.75,44.11,12.52,0.67,0.0,0.0,3.62,11.53,0.31,0.31,0.0,0.0,47.3,0.12,1.35,0.0,0.0,0.24,0.37,0.24,0.37,0.09,0.1,0.2,0.09,0.2,0.25,0.0,2.94,3.37,6.2,29.8,57.9,68.83,1.9,16.01,25.46,27.98,3.44,68.83,3.5,1.04,2.02,37.24,224.54,116.13,2.94,2.39,1.1,1.6,0.86,42.45,6.2,40.0,1.53,0.61,0.16,0.4,16.6,0.0,0,0,1.5,1.5,0.06,2.5,2.5,DF,None,16.3
146,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,23,1998,26.1,29,27,2348,62.2,2.49,1.42,1.65,0.84,0.0,1.07,1.72,0.65,1.0,0.23,0.77,1.03,3.52,2.72,0.15,0.88,0.11,0.84,0.0,0.0,0.04,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,90.6,93.0,95.1,73.9,80.5,88.81,1632.91,594.41,22.84,24.56,47.89,50.38,9.43,12.76,0.04,0.01,0.04,0.03,0.23,7.85,0.23,0.0,6.48,88.81,86.4,2.3,1.8,0.0,0.38,0.08,0.27,0.0,0.0,0.0,0.0,80.5,0.11,0.34,0.0,0.0,0.0,0.04,0.0,0.04,0.03,0.01,0.04,0.03,0.04,0.23,0.04,1.19,6.48,0.27,66.7,33.3,98.43,8.97,45.1,50.34,3.52,0.69,98.43,0.57,0.38,0.19,70.65,358.89,198.97,1.19,1.07,0.08,0.73,0.38,72.61,0.27,14.3,0.27,0.04,0.0,0.0,9.0,0.0,0,0,0.7,0.7,0.1,-0.7,-0.7,DF,None,26.1
147,Declan Rice,eng ENG,MF,West Ham,eng Premier League,23,1999,36.4,37,36,3273,62.0,2.17,1.04,1.21,0.85,0.11,0.85,1.37,0.52,1.24,0.41,0.82,1.73,3.9,1.59,0.0,2.75,0.16,2.36,0.19,0.03,0.03,0.05,0.08,0.16,0.0,0.0,0.0,0.0,0.0,86.5,90.0,93.2,68.8,50.71,58.65,924.51,259.78,23.35,25.93,20.19,21.68,6.13,8.9,0.03,0.09,0.05,-0.06,1.02,6.4,0.36,0.08,6.59,58.65,56.59,1.92,1.32,0.11,1.65,1.21,0.08,0.52,0.41,0.03,0.0,50.71,0.14,0.71,0.0,1.0,0.11,0.14,0.11,0.14,0.07,0.09,0.15,0.04,0.13,0.14,0.0,2.45,6.59,1.02,56.9,35.4,67.99,3.38,18.41,39.01,11.9,0.66,67.97,1.79,1.02,0.63,39.97,251.92,135.11,2.45,2.09,0.16,0.77,0.71,45.11,1.02,22.9,0.96,0.22,0.11,0.5,23.6,1.0,0,1,2.4,1.6,0.05,1.6,2.4,MF,None,36.4
148,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,22,2000,23.0,30,23,2067,36.4,1.65,0.65,1.0,0.3,0.35,0.7,1.91,1.22,0.83,0.0,0.83,0.57,2.22,0.3,0.0,4.22,0.48,3.09,0.22,0.65,0.22,0.0,0.04,0.39,0.04,0.04,0.0,0.0,0.0,78.0,86.6,79.2,49.0,25.3,32.43,353.04,87.17,15.43,17.83,7.78,9.83,1.09,2.22,0.3,0.2,0.21,0.1,2.04,0.61,1.65,0.48,2.91,32.43,29.74,2.65,0.04,0.22,0.13,2.7,0.3,1.0,0.26,0.13,0.0,25.3,0.04,1.13,0.0,0.0,0.09,0.39,0.09,0.39,0.11,0.2,0.31,0.11,0.31,0.09,0.0,3.78,2.91,8.48,46.4,46.4,45.57,1.13,6.78,17.13,22.96,4.65,45.57,4.87,2.26,2.26,29.43,213.26,109.26,3.78,2.0,2.09,3.39,2.26,30.91,8.48,23.3,1.87,0.44,0.05,0.2,17.6,0.0,0,0,2.5,2.5,0.06,-0.5,-0.5,MF,FW,23.0
149,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,24,1997,19.0,27,20,1710,32.5,1.32,0.74,0.37,0.74,0.21,0.68,2.11,1.42,1.05,0.05,1.0,0.42,1.74,0.42,0.05,2.95,0.32,2.47,0.05,0.11,0.26,0.05,0.0,0.32,0.0,0.0,0.0,0.0,0.0,72.4,82.7,76.8,54.5,23.42,32.37,363.11,103.26,13.11,15.84,7.47,9.74,1.89,3.47,0.05,0.11,0.1,-0.06,1.42,2.05,1.16,0.32,3.42,32.37,31.47,0.53,0.05,0.11,0.11,2.21,0.11,0.11,0.05,0.05,0.0,23.42,0.37,1.26,1.0,1.0,0.26,0.32,0.21,0.26,0.18,0.11,0.29,0.13,0.24,0.16,0.0,1.95,3.42,5.0,40.4,53.2,42.58,0.79,6.11,19.79,17.58,3.05,42.53,2.47,1.0,1.32,25.05,141.21,67.89,1.95,1.68,0.53,2.05,0.84,27.89,5.0,41.2,1.79,0.74,0.12,0.29,22.1,0.0,1,1,3.3,2.6,0.08,1.7,1.4,MF,FW,19.0
150,Denzel Dumfries,nl NED,DF,Inter,it Serie A,26,1996,24.6,34,25,2218,64.7,1.42,0.73,0.69,0.53,0.2,0.89,1.38,0.49,1.34,0.37,0.98,0.49,1.91,1.06,0.0,2.88,0.45,1.95,0.16,0.04,0.37,0.33,0.04,0.24,0.0,0.0,0.08,0.12,0.0,74.2,86.1,76.5,50.5,30.28,40.81,503.82,149.92,14.55,16.91,12.72,16.63,2.28,4.51,0.16,0.2,0.16,-0.04,1.3,1.3,1.3,0.73,2.4,40.81,33.86,6.83,0.24,0.04,0.08,3.33,6.59,0.0,0.0,0.0,0.0,30.28,0.12,1.1,0.0,0.0,0.04,0.2,0.04,0.2,0.15,0.2,0.35,0.15,0.35,0.16,0.0,2.52,2.4,6.99,34.6,44.2,51.34,1.71,10.81,22.4,18.98,4.02,51.34,2.11,0.73,0.93,27.4,160.16,78.37,2.52,1.3,0.93,1.59,0.81,31.91,6.99,39.4,1.34,0.53,0.03,0.08,11.4,0.0,0,0,3.6,3.6,0.11,-2.6,-2.6,DF,None,24.6
151,Destiny Udogie,it ITA,DF,Udinese,it Serie A,19,2002,30.0,33,31,2704,57.6,2.37,1.5,1.4,0.8,0.17,1.13,1.97,0.83,1.13,0.2,0.93,1.2,3.57,0.83,0.0,2.93,0.27,2.03,0.2,0.23,0.13,0.23,0.1,0.23,0.0,0.0,0.03,0.0,0.0,82.6,88.8,84.9,72.5,31.03,37.57,463.9,158.43,17.43,19.63,11.6,13.67,1.23,1.7,0.13,0.14,0.07,-0.01,1.13,2.23,1.0,0.13,3.53,37.57,32.2,5.33,0.77,0.03,0.07,0.97,4.43,0.13,0.0,0.0,0.0,31.03,0.03,1.33,0.0,0.0,0.1,0.23,0.1,0.23,0.1,0.14,0.24,0.1,0.24,0.17,0.0,3.63,3.53,5.17,41.8,41.0,50.1,2.23,11.53,21.73,18.17,2.53,50.1,4.07,1.7,1.67,30.13,218.97,114.0,3.63,2.37,1.03,1.93,1.2,30.07,5.17,25.9,0.9,0.23,0.11,0.43,13.7,0.0,0,0,2.9,2.9,0.11,0.1,0.1,DF,None,30.0
152,Diego Rico,es ESP,DF,Real Sociedad,es La Liga,29,1993,18.3,20,18,1646,44.4,1.91,1.15,0.93,0.6,0.38,0.66,1.48,0.82,0.98,0.27,0.71,1.09,3.01,2.79,0.05,1.81,0.05,1.42,0.11,0.05,0.05,0.05,0.11,0.05,0.0,0.0,0.0,0.0,0.0,75.7,87.3,77.7,44.2,40.77,53.83,684.21,309.13,20.27,23.22,16.72,21.53,2.9,6.56,0.0,0.08,0.09,-0.08,0.55,3.11,1.04,0.55,3.5,53.83,42.57,11.04,1.15,0.0,0.38,3.01,9.89,0.0,0.0,0.0,0.0,40.77,0.22,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,0.16,0.0,1.75,3.5,3.93,48.1,33.3,64.81,3.72,21.04,28.09,16.17,0.44,64.81,1.48,0.71,0.49,29.23,145.3,69.67,1.75,1.42,0.05,1.31,0.55,34.26,3.93,33.3,0.49,0.16,0.0,0.0,27.5,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2,DF,None,18.3
153,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,29,1993,19.3,30,17,1738,71.4,1.61,0.98,0.88,0.41,0.31,1.04,1.45,0.41,0.98,0.16,0.83,0.73,2.33,2.07,0.0,1.5,0.1,1.3,0.05,0.0,0.1,0.0,0.05,0.1,0.0,0.0,0.0,0.0,0.0,71.1,88.7,72.3,42.5,34.35,48.29,571.97,233.99,17.51,19.74,13.52,18.7,2.64,6.22,0.1,0.09,0.1,0.02,0.62,3.16,1.09,0.73,3.63,48.29,36.89,11.24,1.14,0.0,0.1,4.46,10.05,0.05,0.0,0.0,0.0,34.35,0.16,1.92,0.0,0.0,0.0,0.1,0.0,0.1,0.01,0.09,0.09,0.01,0.09,0.21,0.0,2.64,3.63,4.35,45.2,52.4,57.82,3.06,15.85,25.44,17.2,1.04,57.82,2.18,0.98,1.14,28.86,180.26,106.11,2.64,1.76,0.36,1.71,0.47,30.62,4.35,0.0,0.16,0.0,0.0,0.0,13.3,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2,DF,None,19.3
154,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,23,1999,23.9,26,24,2154,73.3,2.26,1.72,1.67,0.54,0.04,1.38,1.88,0.5,1.05,0.29,0.75,1.55,3.81,2.3,0.08,2.17,0.08,2.01,0.0,0.04,0.08,0.0,0.04,0.08,0.0,0.0,0.0,0.0,0.0,79.2,88.8,85.0,55.1,47.74,60.29,870.96,265.65,19.58,22.05,22.72,26.74,4.73,8.58,0.08,0.08,0.06,0.0,1.21,3.43,1.17,0.54,3.85,60.29,50.88,9.16,0.71,0.13,0.84,1.84,8.45,0.0,0.0,0.0,0.0,47.74,0.25,1.46,0.0,0.0,0.04,0.13,0.04,0.13,0.1,0.08,0.18,0.1,0.18,0.25,0.0,1.92,3.85,3.56,60.0,20.0,70.0,5.23,24.27,29.87,16.32,1.59,70.0,1.46,0.88,0.29,36.74,178.16,90.42,1.92,1.34,0.5,0.75,0.21,41.59,3.56,31.8,0.92,0.29,0.05,0.14,19.9,0.0,0,0,2.5,2.5,0.11,-1.5,-1.5,DF,None,23.9
155,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,25,1996,12.6,22,12,1131,32.4,1.83,1.19,0.63,0.63,0.56,0.95,2.94,1.98,0.4,0.0,0.4,0.24,2.06,0.87,0.0,2.63,0.4,1.83,0.0,0.24,0.4,0.16,0.0,0.32,0.0,0.08,0.0,0.0,0.0,75.1,79.6,79.8,50.0,22.7,30.24,306.98,70.32,13.65,17.14,6.9,8.65,0.79,1.59,0.32,0.17,0.13,0.15,1.35,2.22,0.63,0.16,2.38,30.24,30.08,0.16,0.0,0.24,0.08,0.63,0.0,0.0,0.0,0.0,0.0,22.7,0.0,1.11,0.0,0.0,0.56,0.88,0.56,0.88,0.52,0.17,0.69,0.52,0.69,0.16,0.0,2.7,2.38,8.25,35.9,53.8,43.65,1.67,5.63,18.65,20.0,5.79,43.65,3.1,1.11,1.67,26.9,153.81,84.68,2.7,2.06,1.11,2.7,1.51,31.98,8.25,31.4,2.79,0.88,0.2,0.64,11.7,0.0,0,0,6.5,6.5,0.19,0.5,0.5,FW,None,12.6
156,Dion Lopy,sn SEN,MF,Reims,fr Ligue 1,20,2002,15.3,29,16,1379,37.1,2.94,1.57,1.44,1.05,0.46,1.5,4.05,2.55,1.76,0.2,1.57,1.44,4.38,1.18,0.0,2.35,0.26,1.7,0.13,0.07,0.2,0.26,0.0,0.13,0.0,0.0,0.0,0.13,0.0,84.6,83.6,87.7,82.2,40.98,48.43,793.53,203.66,14.97,17.91,18.24,20.78,6.34,7.71,0.07,0.1,0.05,-0.04,0.98,5.36,0.26,0.0,6.6,48.43,47.52,0.78,0.65,0.0,0.72,0.39,0.07,0.07,0.0,0.0,0.0,40.98,0.13,0.52,0.0,0.0,0.0,0.07,0.0,0.07,0.06,0.1,0.16,0.06,0.16,0.39,0.13,1.11,6.6,2.48,44.4,41.7,61.11,2.68,13.66,34.84,13.79,0.78,61.11,2.35,1.05,0.98,45.49,276.99,112.22,1.11,1.44,0.07,1.96,1.11,40.0,2.48,22.2,1.17,0.26,0.0,0.0,23.3,0.0,0,0,0.9,0.9,0.05,-0.9,-0.9,MF,None,15.3
157,Djené,tg TOG,DF,Getafe,es La Liga,30,1991,31.6,33,33,2840,57.9,1.3,0.89,0.73,0.54,0.03,0.7,1.2,0.51,0.79,0.32,0.47,1.33,2.63,2.56,0.03,0.98,0.22,0.73,0.06,0.06,0.03,0.09,0.0,0.22,0.0,0.0,0.0,0.0,0.0,76.6,89.4,84.9,46.6,27.97,36.52,510.6,202.18,11.42,12.78,13.01,15.32,3.04,6.52,0.03,0.02,0.04,0.01,0.22,2.28,0.41,0.32,2.44,36.52,34.62,1.65,0.98,0.03,0.13,0.73,0.66,0.0,0.0,0.0,0.0,27.97,0.25,0.66,0.0,0.0,0.0,0.03,0.0,0.03,0.02,0.02,0.04,0.02,0.04,0.32,0.03,0.35,2.44,0.63,64.3,10.7,44.87,3.7,18.96,22.66,3.8,0.35,44.87,0.89,0.57,0.09,23.86,113.42,54.59,0.35,0.54,0.0,0.7,0.47,23.58,0.63,11.1,0.29,0.03,0.0,0.0,15.3,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6,DF,None,31.6
158,Djibril Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,25,1997,29.4,32,30,2646,50.0,1.39,0.85,0.44,0.85,0.1,0.75,1.5,0.75,0.75,0.14,0.61,0.95,2.35,0.78,0.0,1.67,0.1,1.36,0.0,0.07,0.1,0.07,0.07,0.03,0.0,0.03,0.03,0.0,0.0,85.0,88.6,90.3,70.1,45.03,52.96,779.08,231.43,19.25,21.73,21.33,23.61,3.5,5.0,0.0,0.03,0.04,-0.03,0.58,4.66,0.68,0.03,6.33,52.96,51.36,1.29,1.09,0.2,0.07,0.17,0.1,0.0,0.0,0.0,0.0,45.03,0.31,0.68,0.0,0.0,0.14,0.14,0.14,0.14,0.06,0.04,0.09,0.06,0.09,0.31,0.0,1.19,6.33,0.99,52.4,28.6,61.56,1.7,12.28,40.48,9.39,0.85,61.56,0.71,0.37,0.2,37.41,171.94,83.23,1.19,1.22,0.14,0.82,0.54,41.97,0.99,35.7,0.95,0.34,0.14,0.4,24.8,0.0,0,0,1.7,1.7,0.06,2.3,2.3,MF,None,29.4
159,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,27,1994,20.7,26,22,1866,22.5,1.11,0.68,0.39,0.48,0.24,0.43,1.93,1.5,0.63,0.0,0.63,0.92,2.03,0.87,0.0,5.07,0.82,3.77,0.48,0.24,0.24,0.29,0.05,0.48,0.05,0.05,0.14,0.1,0.0,67.5,75.8,70.7,63.0,29.66,43.91,587.49,161.64,12.56,16.57,10.82,15.31,5.27,8.36,0.34,0.32,0.29,0.02,2.17,1.84,2.71,0.48,5.51,43.91,40.14,3.67,1.01,0.29,1.88,4.01,0.58,2.08,1.21,0.29,0.0,29.66,0.1,1.45,7.0,8.0,0.58,0.92,0.24,0.58,0.55,0.32,0.87,0.24,0.56,0.34,0.0,2.75,5.51,10.29,44.0,40.0,56.96,0.82,4.93,22.37,30.34,5.36,56.57,2.42,1.06,0.97,37.0,184.44,76.62,2.75,1.4,1.5,2.9,1.11,43.72,10.29,25.3,3.62,0.92,0.07,0.26,22.0,4.0,7,8,11.4,5.1,0.07,0.6,-0.1,FW,None,20.7
160,Domingos Duarte,pt POR,DF,Getafe,es La Liga,27,1995,29.5,31,30,2657,73.1,0.88,0.61,0.71,0.17,0.0,0.64,0.88,0.24,0.98,0.78,0.2,1.32,2.2,4.92,0.0,0.51,0.1,0.44,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.03,0.0,0.0,77.1,84.7,83.5,57.8,25.15,32.64,530.81,220.54,8.07,9.53,12.51,14.98,4.41,7.63,0.07,0.03,0.0,0.04,0.14,1.76,0.03,0.0,2.14,32.64,31.42,1.15,1.05,0.0,0.34,0.0,0.1,0.0,0.0,0.0,0.0,25.15,0.07,0.14,0.0,0.0,0.0,0.07,0.0,0.07,0.04,0.03,0.07,0.04,0.07,0.37,0.03,0.2,2.14,0.0,83.3,16.7,42.24,6.03,22.95,18.24,1.19,0.75,42.24,0.2,0.17,0.03,19.76,91.66,41.73,0.2,0.07,0.0,0.2,0.1,21.05,0.0,25.0,0.54,0.14,0.0,0.0,11.0,0.0,0,0,1.3,1.3,0.08,-1.3,-1.3,DF,None,29.5
161,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,25,1997,12.9,17,15,1165,20.0,0.31,0.16,0.08,0.0,0.23,0.08,0.39,0.31,0.39,0.08,0.31,0.23,0.54,1.4,0.0,1.85,0.31,1.24,0.0,0.39,0.08,0.16,0.0,0.16,0.0,0.08,0.0,0.08,0.0,59.3,66.4,53.7,62.5,10.16,17.13,122.09,24.65,6.43,9.69,2.25,4.19,0.39,0.62,0.08,0.06,0.06,0.02,0.7,1.01,0.31,0.0,1.16,17.13,17.05,0.08,0.0,0.0,0.08,0.47,0.0,0.0,0.0,0.0,0.0,10.16,0.0,0.7,1.0,1.0,0.15,0.23,0.08,0.15,0.45,0.06,0.51,0.39,0.45,0.23,0.0,1.4,1.16,4.34,53.6,35.7,29.15,1.55,3.02,11.09,15.5,4.57,29.07,2.17,1.16,0.78,14.42,75.35,31.4,1.4,0.85,0.78,3.1,0.93,22.17,4.34,30.0,2.32,0.7,0.03,0.11,11.8,0.0,1,1,5.8,5.0,0.17,-3.8,-4.0,FW,None,12.9
