,Player,Nation,Pos,Squad,Comp,Age,Born,90s,MP,Starts,Min,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Main_Pos,Secondary_Pos,Total_90s
298,Jesús Navas,es ESP,"DF,FW",Sevilla,es La Liga,36,1985,22.0,32,21,1981,50.0,0.86,0.55,0.36,0.14,0.36,0.5,1.0,0.5,0.82,0.32,0.5,1.0,1.86,2.36,0.05,2.73,0.36,2.59,0.05,0.0,0.0,0.09,0.0,0.27,0.05,0.0,0.0,0.05,0.0,75.1,89.6,76.2,52.5,45.45,60.55,780.77,221.14,22.36,24.95,17.91,23.5,4.23,8.05,0.0,0.13,0.15,-0.13,1.18,2.73,2.09,0.64,4.5,60.55,51.27,8.91,0.91,0.09,0.77,6.14,8.0,0.0,0.0,0.0,0.0,45.45,0.36,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.13,0.14,0.01,0.14,0.23,0.0,2.09,4.5,9.41,50.0,27.3,68.45,2.68,16.32,24.41,28.23,1.32,68.45,1.0,0.5,0.27,39.41,205.23,95.5,2.09,1.5,0.41,0.77,0.45,44.36,9.41,30.0,0.45,0.14,0.0,0.0,24.8,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,DF,FW,22.0
299,Jim Allevinah,ga GAB,"DF,FW",Clermont Foot,fr Ligue 1,27,1995,24.9,36,25,2244,30.6,1.57,0.96,0.96,0.44,0.16,0.76,2.49,1.73,0.96,0.08,0.88,0.96,2.53,1.04,0.04,1.93,0.08,1.57,0.04,0.12,0.08,0.12,0.0,0.04,0.0,0.0,0.04,0.0,0.0,77.6,85.7,79.1,40.3,26.43,34.06,374.74,95.5,15.58,18.19,8.67,10.96,1.0,2.49,0.04,0.08,0.1,-0.04,0.72,1.49,0.56,0.36,2.37,34.06,31.69,2.33,0.28,0.0,0.12,2.61,2.01,0.0,0.0,0.0,0.0,26.43,0.04,1.29,0.0,0.0,0.04,0.08,0.04,0.08,0.1,0.08,0.18,0.1,0.18,0.08,0.0,3.29,2.37,5.66,38.6,51.1,45.54,1.57,10.32,20.16,15.9,2.61,45.54,3.53,1.37,1.81,34.18,245.5,107.83,3.29,2.49,0.56,1.85,1.61,29.96,5.66,26.7,1.2,0.32,0.03,0.13,16.9,0.0,0,0,2.5,2.5,0.08,-1.5,-1.5,DF,FW,24.9
300,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,26,1996,30.9,32,32,2782,50.0,1.36,0.71,0.97,0.39,0.0,0.52,1.04,0.52,0.91,0.42,0.49,0.78,2.14,6.08,0.03,0.81,0.03,0.65,0.1,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,79.2,88.5,92.1,52.6,50.52,63.82,1180.39,450.19,11.2,12.65,30.0,32.59,9.09,17.28,0.0,0.04,0.03,-0.04,0.39,4.95,0.26,0.03,3.4,63.82,59.55,3.98,3.46,0.13,1.42,0.32,0.42,0.03,0.0,0.0,0.0,50.52,0.29,0.42,0.0,0.0,0.03,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1,0.26,0.0,0.52,3.4,0.23,55.6,44.4,74.53,11.49,39.87,32.23,2.88,1.26,74.53,0.29,0.16,0.13,42.65,222.94,122.56,0.52,0.26,0.06,0.26,0.1,48.48,0.23,40.9,0.71,0.29,0.05,0.11,13.9,1.0,0,0,1.8,1.8,0.08,-0.8,-0.8,DF,None,30.9
301,Joakim Mæhle,dk DEN,"DF,MF",Atalanta,it Serie A,25,1997,24.5,34,25,2209,56.4,1.31,0.73,0.49,0.29,0.53,0.9,1.59,0.69,1.18,0.24,0.94,0.98,2.29,1.06,0.0,3.3,0.24,2.78,0.16,0.16,0.04,0.08,0.08,0.16,0.04,0.04,0.0,0.0,0.0,81.6,90.1,81.5,53.6,48.49,59.39,674.61,216.69,30.08,33.39,14.61,17.92,1.84,3.43,0.12,0.12,0.12,0.0,1.51,2.9,1.88,0.41,5.59,59.39,49.43,9.76,0.29,0.04,0.08,1.55,9.43,0.04,0.0,0.04,0.0,48.49,0.2,1.71,0.0,0.0,0.12,0.24,0.12,0.24,0.12,0.12,0.24,0.12,0.24,0.2,0.04,3.31,5.59,7.59,34.0,60.4,69.67,1.76,14.16,28.45,27.88,2.37,69.67,2.16,0.73,1.31,38.04,201.31,114.33,3.31,2.61,0.45,1.59,0.98,45.31,7.59,23.1,1.06,0.24,0.12,0.5,18.5,0.0,0,0,3.0,3.0,0.12,0.0,0.0,DF,MF,24.5
302,Joe Scally,us USA,DF,Gladbach,de Bundesliga,19,2002,24.5,28,25,2208,77.4,1.27,0.82,1.02,0.2,0.04,0.98,1.27,0.29,0.69,0.24,0.45,0.33,1.59,2.49,0.0,1.43,0.12,1.06,0.16,0.04,0.04,0.12,0.0,0.08,0.04,0.0,0.0,0.0,0.0,78.5,88.1,84.3,49.6,37.59,47.88,591.8,182.12,19.67,22.33,14.94,17.71,2.45,4.94,0.0,0.07,0.1,-0.07,0.53,1.63,0.82,0.53,2.33,47.88,38.37,9.43,1.02,0.0,0.04,1.67,8.41,0.0,0.0,0.0,0.0,37.59,0.08,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.09,0.02,0.09,0.08,0.0,1.18,2.33,2.45,39.3,46.4,56.04,3.43,18.61,27.06,10.73,0.82,56.04,1.14,0.45,0.53,28.73,134.57,63.02,1.18,0.94,0.04,0.9,0.57,32.82,2.45,14.3,0.29,0.04,0.0,0.0,17.6,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5,DF,None,24.5
303,Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,32,1989,25.1,28,24,2256,73.2,1.99,1.43,1.2,0.44,0.36,1.2,1.63,0.44,1.27,0.64,0.64,1.0,2.99,3.19,0.04,0.88,0.04,0.68,0.0,0.04,0.04,0.12,0.0,0.0,0.0,0.0,0.04,0.0,0.0,75.3,86.6,80.8,36.3,36.69,48.73,590.28,262.03,18.33,21.16,14.94,18.49,2.27,6.25,0.0,0.02,0.03,-0.02,0.36,3.19,0.44,0.24,4.02,48.73,40.4,8.29,0.96,0.0,0.08,1.43,7.33,0.0,0.0,0.0,0.0,36.69,0.04,1.16,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,0.24,0.0,0.88,4.02,1.83,77.8,11.1,58.53,4.74,21.75,25.38,11.63,0.84,58.53,0.36,0.28,0.04,24.7,94.9,48.92,0.88,0.6,0.04,1.0,0.4,30.32,1.83,25.0,0.32,0.08,0.13,0.5,16.5,0.0,0,0,1.1,1.1,0.19,-0.1,-0.1,DF,None,25.1
304,Joelinton,br BRA,"MF,FW",Newcastle Utd,eng Premier League,25,1996,29.6,32,30,2661,41.9,2.36,1.66,1.22,0.88,0.27,0.88,2.09,1.22,1.76,0.24,1.52,1.62,3.99,1.32,0.0,2.71,0.34,1.82,0.03,0.3,0.27,0.24,0.03,0.14,0.03,0.07,0.07,0.03,0.0,81.6,87.0,86.7,78.7,34.97,42.84,512.84,135.61,19.63,22.57,11.42,13.18,1.99,2.53,0.03,0.08,0.06,-0.05,0.88,2.64,0.71,0.1,4.39,42.84,41.45,1.28,0.47,0.1,0.14,0.54,0.64,0.14,0.0,0.0,0.0,34.97,0.1,1.35,0.0,0.0,0.2,0.24,0.2,0.24,0.24,0.08,0.32,0.24,0.32,0.41,0.0,2.16,4.39,5.07,47.7,37.8,57.53,2.4,10.54,28.78,18.99,3.24,57.53,3.75,1.79,1.42,30.3,163.95,77.23,2.16,1.52,0.44,2.43,1.72,37.67,5.07,37.3,1.72,0.64,0.12,0.32,14.6,0.0,0,0,7.1,7.1,0.14,-1.1,-1.1,MF,FW,29.6
305,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,34,1988,28.9,31,29,2603,34.2,2.15,1.18,1.04,0.8,0.31,1.31,3.84,2.53,1.28,0.24,1.04,1.25,3.39,0.87,0.03,2.39,0.31,1.52,0.73,0.0,0.07,0.03,0.03,0.17,0.14,0.0,0.0,0.0,0.0,82.9,87.0,88.6,67.3,60.31,72.77,1191.9,405.4,21.56,24.78,27.85,31.45,9.13,13.56,0.1,0.07,0.11,0.03,0.97,6.68,1.04,0.17,7.58,72.77,65.74,6.92,4.98,0.1,0.8,2.32,0.35,1.59,0.8,0.42,0.07,60.31,0.1,0.83,0.0,0.0,0.14,0.24,0.14,0.24,0.04,0.07,0.12,0.04,0.12,0.24,0.0,0.45,7.58,0.93,36.0,56.0,81.59,2.77,21.73,49.34,11.25,0.21,81.59,0.87,0.31,0.48,62.25,290.8,120.8,0.45,1.04,0.03,0.9,0.42,56.96,0.93,47.4,0.66,0.31,0.21,0.44,24.8,1.0,0,0,1.2,1.2,0.06,2.8,2.8,MF,None,28.9
306,Johan Vásquez,mx MEX,DF,Cremonese,it Serie A,23,1998,20.1,25,19,1813,46.2,2.04,1.29,1.69,0.35,0.0,0.9,1.94,1.04,1.34,1.0,0.35,2.24,4.28,4.63,0.05,0.99,0.05,0.85,0.0,0.0,0.0,0.15,0.0,0.05,0.0,0.0,0.0,0.0,0.0,78.0,86.2,86.9,40.4,31.44,40.3,555.37,220.65,12.79,14.83,15.82,18.21,2.29,5.67,0.0,0.01,0.01,-0.01,0.3,1.94,0.2,0.05,2.39,40.3,36.77,3.43,1.64,0.05,0.05,0.2,1.44,0.0,0.0,0.0,0.0,31.44,0.1,0.7,0.0,0.0,0.05,0.05,0.05,0.05,0.04,0.02,0.05,0.04,0.05,0.35,0.0,0.9,2.39,0.6,78.6,21.4,52.74,8.01,29.2,19.95,4.08,1.14,52.74,0.7,0.55,0.15,25.12,119.55,65.22,0.9,0.55,0.05,0.7,0.3,27.01,0.6,8.3,0.6,0.05,0.08,1.0,12.3,0.0,0,0,0.7,0.7,0.06,0.3,0.3,DF,None,20.1
307,John Brooks,us USA,DF,Hoffenheim,de Bundesliga,29,1993,15.0,15,15,1350,72.2,1.2,0.8,0.67,0.53,0.0,0.87,1.2,0.33,1.13,0.8,0.33,0.67,1.87,7.0,0.0,0.2,0.13,0.13,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,80.7,90.0,87.3,55.3,41.6,51.53,827.8,327.93,14.47,16.07,21.53,24.67,5.2,9.4,0.0,0.0,0.01,0.0,0.0,1.67,0.07,0.0,2.67,51.53,48.33,3.0,2.6,0.0,0.47,0.0,0.07,0.0,0.0,0.0,0.0,41.6,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.27,0.0,0.13,2.67,0.07,40.0,20.0,63.4,10.6,37.07,26.2,0.73,0.47,63.4,0.33,0.13,0.07,31.93,144.6,66.13,0.13,0.2,0.0,0.07,0.07,32.93,0.07,0.0,0.47,0.0,0.0,0.0,11.4,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,DF,None,15.0
308,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,27,1994,29.9,34,30,2693,47.9,2.21,1.2,0.9,0.97,0.33,1.14,2.37,1.24,1.44,0.13,1.3,0.8,3.01,0.64,0.0,2.67,0.33,1.87,0.33,0.17,0.1,0.17,0.03,0.23,0.03,0.0,0.0,0.07,0.0,78.3,87.0,82.8,61.2,26.92,34.38,481.1,161.54,12.51,14.38,10.33,12.47,3.38,5.52,0.1,0.09,0.11,0.01,0.6,3.81,0.67,0.17,4.68,34.38,32.27,1.87,0.84,0.37,0.33,1.67,0.03,0.84,0.6,0.0,0.0,26.92,0.23,0.67,0.0,0.0,0.03,0.13,0.03,0.13,0.08,0.09,0.17,0.08,0.17,0.23,0.0,1.14,4.68,2.21,64.3,20.0,45.08,1.24,7.29,25.28,12.98,1.51,45.08,2.34,1.51,0.47,26.89,136.19,60.17,1.14,1.17,0.27,1.94,1.17,29.7,2.21,26.2,1.4,0.37,0.02,0.09,23.6,0.0,0,0,2.4,2.4,0.06,-1.4,-1.4,MF,FW,29.9
309,John Stones,eng ENG,"DF,MF",Manchester City,eng Premier League,28,1994,20.5,23,21,1846,70.0,1.12,0.63,0.54,0.39,0.2,0.34,0.49,0.15,0.83,0.49,0.34,0.44,1.56,1.95,0.0,0.78,0.24,0.59,0.05,0.0,0.15,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,93.0,95.7,93.8,79.8,70.88,76.24,1187.85,331.17,34.54,36.1,30.49,32.49,4.83,6.05,0.1,0.07,0.05,0.03,0.39,5.32,0.15,0.0,4.93,76.24,72.98,3.22,0.83,0.05,0.68,0.29,2.2,0.05,0.0,0.0,0.0,70.88,0.05,0.49,0.0,0.0,0.1,0.2,0.1,0.2,0.05,0.07,0.12,0.05,0.12,0.1,0.0,1.37,4.93,1.66,60.0,10.0,82.44,4.93,26.54,45.95,10.24,1.32,82.44,0.49,0.29,0.05,52.68,302.49,158.54,1.37,1.56,0.05,0.39,0.2,64.0,1.66,27.3,0.54,0.15,0.18,0.67,13.4,0.0,0,0,1.0,1.0,0.1,1.0,1.0,DF,MF,20.5
310,Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,24,1998,27.2,37,25,2448,39.5,2.02,1.43,0.88,0.81,0.33,1.1,2.79,1.69,1.36,0.18,1.18,0.62,2.65,1.18,0.07,2.5,0.33,1.99,0.11,0.0,0.29,0.11,0.0,0.18,0.0,0.0,0.11,0.04,0.0,77.8,88.4,84.7,55.9,41.76,53.71,839.74,289.34,15.92,18.01,18.97,22.39,6.47,11.58,0.11,0.07,0.08,0.04,0.99,6.25,0.81,0.37,6.43,53.71,48.27,5.26,1.99,0.07,1.21,2.87,2.35,0.88,0.33,0.37,0.04,41.76,0.18,0.88,0.0,0.0,0.04,0.15,0.04,0.15,0.07,0.07,0.14,0.07,0.14,0.22,0.0,1.25,6.43,1.84,50.0,37.5,62.43,2.17,14.23,34.89,13.93,0.51,62.43,0.29,0.15,0.11,31.95,143.38,77.17,1.25,1.07,0.04,0.96,0.4,38.97,1.84,25.0,1.32,0.33,0.03,0.11,25.3,0.0,0,0,2.0,2.0,0.06,-1.0,-1.0,MF,DF,27.2
311,Jonas Hofmann,de GER,"FW,MF",Gladbach,de Bundesliga,30,1992,29.8,31,30,2680,28.8,1.04,0.54,0.57,0.27,0.2,0.5,1.74,1.24,1.21,0.07,1.14,0.54,1.58,0.7,0.0,5.47,0.54,2.79,2.15,0.07,0.23,0.2,0.03,0.3,0.13,0.03,0.03,0.03,0.0,74.5,87.4,81.5,48.6,38.56,51.78,666.31,216.17,18.56,21.24,13.86,17.01,4.5,9.26,0.3,0.37,0.37,-0.07,3.32,2.21,1.41,0.27,3.99,51.78,42.68,8.69,2.65,0.4,0.27,6.81,1.04,4.43,1.78,2.15,0.03,38.56,0.4,1.54,0.0,1.0,0.4,0.71,0.4,0.71,0.24,0.37,0.61,0.22,0.59,0.07,0.0,2.45,3.99,6.61,43.8,50.0,59.7,0.91,8.83,26.91,24.6,3.19,59.66,1.07,0.47,0.54,34.19,167.95,82.01,2.45,1.68,0.81,1.41,1.14,40.84,6.61,50.0,1.48,0.74,0.27,0.55,19.0,5.0,0,1,7.2,6.6,0.15,4.8,5.4,FW,MF,29.8
312,Jonas Wind,dk DEN,FW,Wolfsburg,de Bundesliga,23,1999,14.3,24,15,1291,50.0,0.98,0.42,0.14,0.49,0.35,0.35,0.7,0.35,0.98,0.28,0.7,0.07,1.05,0.7,0.0,2.58,0.42,1.89,0.0,0.0,0.56,0.14,0.0,0.28,0.0,0.0,0.07,0.07,0.0,66.6,77.2,64.3,50.0,17.27,25.94,223.01,63.01,11.61,15.03,4.41,6.85,0.35,0.7,0.0,0.09,0.14,-0.09,0.98,2.59,0.77,0.0,2.87,25.94,25.31,0.42,0.14,0.14,0.07,0.14,0.0,0.0,0.0,0.0,0.0,17.27,0.21,0.91,0.0,1.0,0.42,0.42,0.42,0.42,0.36,0.09,0.46,0.31,0.4,0.07,0.0,0.49,2.87,6.22,35.0,65.0,37.48,1.12,2.94,18.67,16.22,4.34,37.41,1.4,0.49,0.91,21.12,65.8,22.73,0.49,0.91,0.07,3.22,1.26,28.39,6.22,34.5,2.02,0.7,0.21,0.6,13.4,0.0,0,1,5.2,4.4,0.15,0.8,1.6,FW,None,14.3
313,Jonathan Bamba,ci CIV,FW,Lille,fr Ligue 1,26,1996,30.9,34,32,2783,31.1,1.2,0.55,0.39,0.45,0.36,0.45,1.46,1.0,1.17,0.03,1.13,0.71,1.91,0.45,0.0,3.43,0.45,2.88,0.06,0.16,0.26,0.06,0.0,0.36,0.0,0.0,0.1,0.0,0.0,80.1,86.8,82.6,55.8,36.41,45.47,512.46,141.04,21.2,24.43,10.87,13.17,1.72,3.07,0.23,0.21,0.21,0.02,1.49,3.01,1.91,0.29,4.72,45.47,43.17,2.17,0.58,0.29,0.16,2.56,1.29,0.29,0.06,0.06,0.0,36.41,0.13,1.81,0.0,0.0,0.19,0.42,0.19,0.42,0.27,0.21,0.47,0.27,0.47,0.19,0.0,3.59,4.72,11.17,35.4,54.5,58.35,0.71,5.5,25.86,27.8,4.53,58.35,3.2,1.13,1.75,46.54,281.0,112.49,3.59,2.72,0.94,2.14,1.97,43.82,11.17,39.4,2.3,0.91,0.08,0.21,15.5,0.0,0,0,8.2,8.2,0.12,-2.2,-2.2,FW,None,30.9
314,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,29,1992,28.8,34,32,2590,44.2,1.6,0.97,0.73,0.56,0.31,0.8,1.81,1.01,1.01,0.14,0.87,1.08,2.67,1.39,0.07,3.51,0.45,2.71,0.1,0.17,0.42,0.0,0.1,0.38,0.0,0.0,0.03,0.0,0.03,74.7,82.4,78.6,49.3,37.88,50.73,612.74,218.23,19.2,23.3,14.79,18.82,2.57,5.21,0.31,0.29,0.25,0.02,1.7,3.12,1.88,0.8,4.2,50.73,42.47,8.09,0.52,0.28,0.21,3.82,7.33,0.24,0.03,0.17,0.0,37.88,0.17,1.35,0.0,0.0,0.07,0.38,0.07,0.38,0.15,0.29,0.44,0.15,0.44,0.03,0.0,2.88,4.2,8.33,50.8,42.9,61.01,1.98,11.32,25.59,25.0,3.96,61.01,2.19,1.11,0.94,42.19,233.4,115.07,2.88,1.77,0.76,1.63,0.56,37.53,8.33,25.0,1.67,0.42,0.04,0.17,17.5,0.0,0,0,4.2,4.2,0.09,-2.2,-2.2,DF,None,28.8
315,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,22,2000,35.2,37,36,3166,37.0,0.68,0.48,0.17,0.31,0.2,0.28,0.77,0.48,0.57,0.06,0.51,0.23,0.91,0.37,0.0,3.3,0.37,2.39,0.0,0.17,0.37,0.31,0.06,0.26,0.0,0.0,0.06,0.06,0.0,81.8,85.5,84.3,93.3,20.34,24.86,280.77,63.81,12.02,14.06,6.11,7.24,0.8,0.85,0.11,0.17,0.16,-0.06,1.51,1.53,0.97,0.06,2.7,24.86,23.21,1.48,0.03,0.17,0.03,0.2,0.14,0.0,0.0,0.0,0.0,20.34,0.17,0.91,10.0,11.0,0.68,0.8,0.4,0.51,0.67,0.17,0.84,0.43,0.6,0.17,0.0,1.9,2.7,8.44,37.2,48.7,34.77,0.65,2.47,15.03,17.67,6.08,34.46,2.22,0.82,1.08,27.64,147.61,53.92,1.9,1.25,1.11,2.47,1.48,26.9,8.44,46.3,2.7,1.25,0.15,0.32,15.8,0.0,10,11,23.6,15.1,0.16,0.4,-1.1,FW,None,35.2
316,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,29,1992,31.4,33,33,2823,58.5,1.97,1.27,0.96,0.8,0.22,0.99,1.69,0.7,1.27,0.83,0.45,1.21,3.18,2.64,0.0,1.56,0.25,1.27,0.03,0.03,0.0,0.13,0.1,0.25,0.0,0.0,0.0,0.0,0.0,89.6,92.1,93.2,72.9,59.71,66.66,1084.08,413.69,23.15,25.13,30.0,32.2,5.06,6.94,0.1,0.04,0.05,0.06,0.41,7.04,0.54,0.16,7.42,66.66,64.2,2.26,1.82,0.13,0.45,0.48,0.25,0.0,0.0,0.0,0.0,59.71,0.19,0.45,0.0,0.0,0.03,0.13,0.03,0.13,0.03,0.04,0.06,0.03,0.06,0.22,0.0,1.31,7.42,0.29,46.2,46.2,75.45,5.06,23.85,46.24,5.83,0.22,75.45,0.83,0.38,0.38,59.24,350.1,203.79,1.31,2.17,0.06,0.57,0.29,55.92,0.29,20.0,0.16,0.03,0.2,1.0,14.1,0.0,0,0,0.8,0.8,0.16,0.2,0.2,DF,None,31.4
317,Jonathan Ikone,fr FRA,FW,Fiorentina,it Serie A,24,1998,22.3,33,24,2007,35.7,0.72,0.36,0.22,0.27,0.22,0.22,0.63,0.4,0.81,0.04,0.76,0.18,0.9,0.13,0.0,3.01,0.63,2.24,0.0,0.49,0.13,0.13,0.0,0.4,0.0,0.13,0.0,0.09,0.0,81.6,90.1,82.1,77.5,24.48,30.0,413.27,81.17,12.69,14.08,8.65,10.54,2.47,3.18,0.18,0.17,0.16,0.01,1.3,1.08,1.21,0.13,3.0,30.0,28.61,1.3,0.31,0.09,0.45,1.08,0.94,0.0,0.0,0.0,0.0,24.48,0.09,0.85,0.0,0.0,0.18,0.36,0.18,0.36,0.18,0.17,0.35,0.18,0.35,0.18,0.0,3.72,3.0,7.98,53.3,33.3,41.3,0.31,3.5,16.68,21.97,4.89,41.3,4.04,2.15,1.35,29.33,227.44,106.1,3.72,2.02,2.24,2.74,2.11,32.02,7.98,17.6,2.29,0.4,0.08,0.44,16.6,0.0,0,0,4.1,4.1,0.08,-0.1,-0.1,FW,None,22.3
318,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,26,1996,27.6,33,28,2487,66.7,0.91,0.43,0.76,0.14,0.0,0.43,0.65,0.22,1.09,0.65,0.43,1.45,2.36,4.28,0.0,0.54,0.0,0.43,0.07,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.9,92.9,92.8,69.9,52.72,59.31,1005.36,348.01,17.93,19.31,29.42,31.7,4.96,7.1,0.0,0.02,0.01,-0.02,0.22,2.14,0.11,0.0,2.03,59.31,57.64,1.59,1.09,0.0,0.22,0.11,0.07,0.0,0.0,0.0,0.0,52.72,0.07,0.29,0.0,0.0,0.04,0.04,0.04,0.04,0.04,0.02,0.06,0.04,0.06,0.22,0.0,0.29,2.03,0.14,77.8,11.1,68.66,8.08,34.49,33.15,1.45,0.69,68.66,0.33,0.25,0.04,38.95,218.55,107.28,0.29,0.14,0.0,0.18,0.36,45.98,0.14,20.0,0.36,0.07,0.1,0.5,9.7,0.0,0,0,1.1,1.1,0.11,-0.1,-0.1,DF,None,27.6
319,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,34,1988,11.7,13,12,1051,63.6,1.11,0.43,1.03,0.09,0.0,0.6,0.94,0.34,1.28,0.94,0.34,1.54,2.65,4.36,0.0,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.5,93.0,93.0,64.0,58.97,67.44,1169.57,445.73,18.03,19.4,34.19,36.75,6.24,9.74,0.0,0.0,0.02,0.0,0.09,3.68,0.17,0.0,2.99,67.44,65.3,2.05,1.97,0.0,0.17,0.0,0.09,0.0,0.0,0.0,0.0,58.97,0.09,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,0.09,0.0,0.51,2.99,0.0,0.0,0.0,77.44,11.71,40.51,36.24,0.77,0.17,77.44,0.0,0.0,0.0,45.21,189.57,103.08,0.51,0.34,0.0,0.43,0.0,53.76,0.0,100.0,0.09,0.09,0.0,0.0,3.8,0.0,0,0,0.2,0.2,0.17,-0.2,-0.2,DF,None,11.7
320,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,30,1991,30.2,38,31,2714,39.6,2.19,1.36,0.76,0.66,0.76,0.7,1.75,1.06,1.16,0.13,1.03,0.5,2.68,1.03,0.0,2.59,0.27,1.75,0.0,0.3,0.2,0.23,0.1,0.17,0.0,0.03,0.03,0.03,0.0,77.3,87.7,78.0,37.5,22.38,28.97,288.41,56.49,14.37,16.39,6.36,8.15,0.5,1.32,0.1,0.11,0.09,-0.01,1.03,1.13,0.63,0.2,2.09,28.97,28.48,0.43,0.1,0.17,0.03,1.42,0.3,0.0,0.0,0.0,0.0,22.38,0.07,1.13,0.0,0.0,0.13,0.23,0.13,0.23,0.1,0.11,0.21,0.1,0.21,0.17,0.0,2.75,2.09,5.76,43.6,39.6,43.94,1.52,6.36,20.23,18.54,3.25,43.94,4.93,2.15,1.95,26.52,172.02,78.54,2.75,1.66,1.03,3.54,2.75,30.86,5.76,31.3,1.06,0.33,0.13,0.4,16.1,0.0,0,0,3.2,3.2,0.1,0.8,0.8,FW,MF,30.2
