Player,Nation,Pos,Squad,Comp,Age,Born,90s,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,MP,Starts,Min,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,24.0,1998.0,19.6,51.7,1.73,1.07,1.07,0.56,0.1,0.77,1.48,0.71,0.97,0.36,0.61,0.97,2.7,2.86,0.15,1.38,0.15,1.33,0.0,0.0,0.0,0.05,0.0,0.15,0.0,0.0,0.0,0.0,0.0,92.6,94.4,94.4,88.2,85.61,92.5,1678.93,509.9,27.45,29.08,48.57,51.43,9.18,10.41,0.0,0.03,0.05,-0.03,0.31,7.55,0.1,0.0,6.99,92.5,90.71,1.68,1.02,0.05,0.61,0.15,0.61,0.0,0.0,0.0,0.0,85.61,0.1,0.82,25,19,"1,762",0,0,0.05,0.05,0.05,0.05,0.08,0.02,0.11,0.08,0.11,0.15,0.05,1.43,6.99,0.51,60.0,40.0,101.07,7.14,34.23,62.19,5.41,0.87,101.07,0.51,0.31,0.2,68.88,383.67,232.55,1.43,1.22,0.0,0.46,0.2,77.5,0.51,36.4,0.56,0.2,0.09,0.25,10.5,0.0,0,0,1.7,1.7,0.15,-0.7,-0.7
Kacper Urbanski,pl POL,"MF,FW",Bologna,it Serie A,18.0,2004.0,10.3,46.2,1.55,0.97,0.49,0.97,0.1,0.58,1.26,0.68,1.46,0.1,1.36,0.39,1.94,1.36,0.0,3.4,0.1,2.33,0.49,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,80.9,88.6,82.4,66.7,30.39,37.57,467.28,98.74,16.6,18.74,10.0,12.14,2.14,3.2,0.1,0.08,0.08,0.02,1.55,2.43,0.78,0.19,3.01,37.57,35.34,2.04,0.19,0.1,0.49,2.14,0.39,1.46,0.49,0.78,0.1,30.39,0.19,1.07,22,9,926,0,0,0.0,0.1,0.0,0.1,0.1,0.08,0.19,0.1,0.19,0.19,0.0,2.43,3.01,7.57,60.6,36.4,49.51,1.36,6.99,24.17,19.42,2.33,49.51,3.2,1.94,1.17,29.32,194.76,79.9,2.43,1.65,0.49,2.14,1.36,34.66,7.57,35.3,1.65,0.58,0.0,0.0,17.6,0.0,0,0,1.1,1.1,0.07,-1.1,-1.1
Myrto Uzuni,al ALB,FW,Granada,es La Liga,28.0,1995.0,27.2,22.2,0.66,0.51,0.29,0.26,0.11,0.22,0.99,0.77,0.7,0.11,0.59,0.15,0.81,0.26,0.0,1.21,0.04,0.88,0.0,0.04,0.18,0.07,0.04,0.04,0.0,0.0,0.0,0.0,0.0,77.7,86.5,81.3,59.1,8.6,11.07,125.51,18.09,5.18,5.99,2.72,3.35,0.48,0.81,0.04,0.1,0.11,-0.06,0.66,0.37,0.37,0.07,0.66,11.07,9.52,1.54,0.07,0.11,0.04,0.4,0.18,0.0,0.0,0.0,0.0,8.6,0.0,0.44,34,28,"2,448",4,5,0.4,0.44,0.26,0.29,0.48,0.09,0.57,0.33,0.43,0.11,0.0,0.77,0.66,3.31,48.1,48.1,19.04,0.51,2.35,8.05,8.97,3.35,18.86,0.99,0.48,0.48,10.85,55.0,21.76,0.77,0.48,0.37,1.69,1.25,11.62,3.31,41.4,2.13,0.88,0.12,0.29,17.9,2.0,4,5,12.9,9.0,0.16,-1.9,-2.0
Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,22.0,2000.0,13.1,50.0,2.14,1.37,1.15,0.84,0.15,1.15,2.29,1.15,0.84,0.38,0.46,0.15,2.29,1.22,0.08,1.6,0.3,1.15,0.08,0.0,0.23,0.08,0.08,0.31,0.0,0.0,0.0,0.0,0.0,83.9,90.0,83.6,64.5,39.39,46.95,561.91,129.01,23.36,25.95,12.82,15.34,1.53,2.37,0.15,0.1,0.11,0.05,0.53,1.83,0.38,0.08,2.52,46.95,40.15,6.64,0.38,0.0,0.23,1.68,6.26,0.0,0.0,0.0,0.0,39.39,0.15,0.99,18,12,"1,183",0,0,0.15,0.3,0.15,0.3,0.1,0.1,0.2,0.1,0.2,0.15,0.0,1.45,2.52,5.11,66.7,26.7,56.11,1.68,13.36,25.42,17.86,3.13,56.11,1.15,0.76,0.31,28.02,121.83,60.92,1.45,1.15,0.53,1.68,0.76,36.64,5.11,35.3,1.29,0.46,0.12,0.33,17.2,0.0,0,0,1.3,1.3,0.08,0.7,0.7
Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,28.0,1994.0,29.9,45.5,3.58,2.21,1.3,2.07,0.2,1.54,3.38,1.84,2.07,0.33,1.74,1.17,4.75,1.74,0.03,1.4,0.0,1.1,0.03,0.07,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,81.2,87.4,84.5,59.8,33.61,41.37,559.6,189.97,16.25,18.6,14.18,16.79,2.54,4.25,0.0,0.02,0.02,-0.02,0.37,4.05,0.2,0.03,4.41,41.37,40.23,1.0,0.97,0.17,0.3,0.17,0.03,0.0,0.0,0.0,0.0,33.61,0.13,0.64,34,32,"2,692",0,0,0.03,0.03,0.03,0.03,0.06,0.02,0.07,0.06,0.07,0.23,0.03,0.8,4.41,0.37,53.8,30.8,52.94,2.84,13.41,34.52,5.42,0.6,52.94,0.43,0.23,0.13,23.71,130.07,64.78,0.8,0.8,0.03,1.1,0.33,29.0,0.37,46.7,0.5,0.23,0.07,0.14,12.7,0.0,0,0,1.7,1.7,0.11,-0.7,-0.7
Emanuele Valeri,it ITA,DF,Frosinone,it Serie A,24.0,1998.0,13.1,47.6,1.45,1.22,0.76,0.38,0.31,0.76,1.6,0.84,1.07,0.23,0.84,0.69,2.14,1.68,0.0,2.83,0.15,2.14,0.31,0.0,0.08,0.15,0.15,0.08,0.0,0.0,0.0,0.08,0.0,60.9,82.9,61.6,34.2,26.03,42.75,446.72,226.72,12.6,15.19,9.31,15.11,3.05,8.93,0.08,0.18,0.12,-0.11,1.76,2.44,0.99,0.69,3.13,42.75,30.38,12.21,1.22,0.08,0.15,5.57,9.54,1.37,0.23,1.07,0.0,26.03,0.15,1.3,16,14,"1,178",0,0,0.0,0.08,0.0,0.08,0.07,0.19,0.25,0.07,0.25,0.23,0.0,2.9,3.13,4.66,32.4,64.9,53.59,3.21,13.28,20.99,20.08,2.14,53.59,2.82,0.92,1.83,21.76,137.71,76.34,2.9,1.98,0.46,1.22,0.53,26.11,4.66,15.8,1.45,0.23,0.0,0.0,24.4,0.0,0,0,0.9,0.9,0.05,-0.9,-0.9
Martin Valjent,sk SVK,DF,Mallorca,es La Liga,27.0,1995.0,26.1,60.0,1.3,0.69,0.73,0.5,0.08,0.69,1.15,0.46,1.0,0.42,0.57,1.11,2.41,4.29,0.04,0.88,0.08,0.65,0.08,0.04,0.08,0.0,0.04,0.04,0.04,0.0,0.0,0.0,0.0,79.4,91.7,85.5,47.2,32.45,40.88,597.39,238.62,13.14,14.33,15.33,17.93,3.22,6.82,0.04,0.03,0.04,0.0,0.27,2.3,0.19,0.11,2.34,40.88,37.13,3.52,1.15,0.19,0.46,0.69,2.3,0.0,0.0,0.0,0.0,32.45,0.23,0.5,28,28,"2,349",0,0,0.0,0.04,0.0,0.04,0.01,0.03,0.05,0.01,0.05,0.19,0.0,0.84,2.34,1.03,33.3,66.7,50.96,5.67,25.67,21.3,4.25,0.57,50.96,0.11,0.04,0.08,24.52,136.97,69.43,0.84,0.46,0.04,0.54,0.08,28.2,1.03,0.0,0.34,0.0,0.0,0.0,19.6,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
Álvaro Vallés,es ESP,GK,Las Palmas,es La Liga,26.0,1997.0,36.3,37.5,0.08,0.06,0.08,0.0,0.0,0.08,0.22,0.14,0.0,0.0,0.0,0.0,0.08,1.1,0.03,0.17,0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,80.3,99.8,97.4,46.2,42.59,53.06,927.74,672.89,13.64,13.66,20.66,21.21,8.15,17.66,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.14,53.06,44.82,7.88,3.69,0.08,0.17,0.03,0.03,0.0,0.0,0.0,0.0,42.59,0.36,0.03,37,37,"3,263",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.0,0.14,0.0,100.0,0.0,56.64,35.01,54.68,2.01,0.0,0.0,56.64,0.03,0.03,0.0,35.21,141.54,89.97,0.0,0.0,0.0,0.06,0.0,36.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Federico Valverde,uy URU,MF,Real Madrid,es La Liga,25.0,1998.0,32.3,57.1,1.46,1.05,0.68,0.4,0.37,0.74,1.3,0.56,1.21,0.06,1.15,1.33,2.79,1.24,0.0,3.69,0.43,3.41,0.0,0.09,0.09,0.03,0.06,0.37,0.0,0.0,0.06,0.0,0.0,89.8,94.9,90.7,68.1,58.85,65.54,899.35,240.87,34.33,36.19,18.95,20.9,3.9,5.73,0.22,0.18,0.11,0.04,1.52,7.09,1.27,0.12,7.15,65.54,64.3,0.96,0.71,0.43,1.02,0.93,0.15,0.0,0.0,0.0,0.0,58.85,0.28,0.56,37,33,"2,904",0,0,0.06,0.28,0.06,0.28,0.11,0.18,0.29,0.11,0.29,0.06,0.0,3.22,7.15,3.16,50.0,47.7,75.79,2.38,11.89,42.79,21.92,2.14,75.79,1.36,0.68,0.65,49.85,285.67,155.63,3.22,3.16,0.46,0.87,0.37,59.6,3.16,32.1,1.74,0.56,0.04,0.11,23.0,1.0,0,0,3.5,3.5,0.06,-1.5,-1.5
Kévin Van Den Kerkhof,dz ALG,"FW,MF",Metz,fr Ligue 1,27.0,1996.0,21.3,40.6,1.46,1.13,0.52,0.61,0.33,0.61,1.5,0.89,0.7,0.09,0.61,0.52,1.97,1.5,0.05,1.79,0.24,1.08,0.42,0.05,0.05,0.09,0.09,0.23,0.0,0.0,0.0,0.0,0.0,57.2,72.6,57.5,44.8,14.79,25.87,251.03,76.1,7.46,10.28,4.88,8.5,2.02,4.51,0.09,0.16,0.11,-0.07,0.99,0.52,0.94,0.7,1.31,25.87,22.68,3.19,0.42,0.05,0.14,6.01,1.6,1.17,0.56,0.56,0.0,14.79,0.0,2.16,29,21,"1,913",0,0,0.05,0.14,0.05,0.14,0.07,0.16,0.24,0.07,0.24,0.09,0.0,3.05,1.31,6.81,43.1,55.6,36.71,1.55,7.32,12.86,17.89,1.97,36.71,3.38,1.46,1.88,24.65,208.73,88.54,3.05,2.91,0.52,2.44,1.64,22.35,6.81,33.3,0.99,0.33,0.05,0.14,19.3,0.0,0,0,1.5,1.5,0.07,-0.5,-0.5
Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,32.0,1991.0,35.3,85.7,1.13,0.65,0.68,0.37,0.08,0.34,0.4,0.06,1.33,0.96,0.37,1.1,2.24,4.08,0.0,1.67,0.11,1.53,0.0,0.0,0.14,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,91.4,94.2,95.1,73.5,74.79,81.78,1396.32,536.63,29.15,30.93,38.05,40.0,6.77,9.21,0.06,0.05,0.03,0.01,0.31,6.03,0.28,0.0,5.67,81.78,76.83,4.9,2.27,0.0,0.59,0.0,0.37,0.0,0.0,0.0,0.0,74.79,0.06,0.17,36,36,"3,177",0,0,0.06,0.11,0.06,0.11,0.08,0.04,0.12,0.08,0.12,0.08,0.03,0.91,5.67,0.2,40.0,40.0,91.64,10.88,37.93,49.77,4.14,2.21,91.64,0.14,0.06,0.06,56.12,277.03,148.3,0.91,0.54,0.0,0.2,0.11,64.11,0.2,31.1,1.27,0.4,0.04,0.14,12.6,1.0,0,0,2.8,2.8,0.06,-0.8,-0.8
Vanderson,br BRA,DF,Monaco,fr Ligue 1,22.0,2001.0,18.2,45.7,3.3,2.25,1.1,1.65,0.55,1.76,3.85,2.09,1.59,0.11,1.48,1.92,5.22,2.03,0.05,2.3,0.22,1.76,0.16,0.11,0.22,0.0,0.05,0.16,0.0,0.0,0.05,0.0,0.0,74.0,82.8,73.9,53.3,40.33,54.51,671.98,219.95,20.16,24.34,15.05,20.38,3.57,6.7,0.05,0.08,0.11,-0.02,1.04,2.58,1.32,0.16,3.9,54.51,46.21,8.19,0.82,0.11,0.38,2.64,7.25,0.11,0.0,0.05,0.0,40.33,0.11,1.37,20,20,"1,641",0,0,0.16,0.22,0.16,0.22,0.12,0.08,0.19,0.12,0.19,0.33,0.05,1.43,3.9,7.09,44.7,55.3,68.52,3.08,13.9,33.74,21.81,2.31,68.52,2.09,0.93,1.15,44.56,245.22,94.95,1.43,1.76,0.33,1.43,0.71,38.96,7.09,33.3,1.65,0.55,0.1,0.3,21.6,0.0,0,0,2.1,2.1,0.07,0.9,0.9
Raphaël Varane,fr FRA,DF,Manchester Utd,eng Premier League,30.0,1993.0,15.3,71.4,1.18,0.72,0.65,0.46,0.07,0.65,0.92,0.26,1.5,1.18,0.33,0.98,2.16,5.75,0.0,1.05,0.13,0.85,0.07,0.0,0.13,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,88.9,93.7,91.9,66.2,45.36,51.05,782.75,246.21,18.43,19.67,22.88,24.9,2.94,4.44,0.0,0.01,0.04,-0.01,0.07,3.86,0.26,0.0,3.86,51.05,46.27,4.51,1.57,0.07,0.0,0.0,0.2,0.0,0.0,0.0,0.0,45.36,0.26,0.26,22,16,"1,375",0,0,0.07,0.07,0.07,0.07,0.08,0.0,0.09,0.08,0.09,0.13,0.0,1.05,3.86,0.13,50.0,50.0,61.76,11.63,30.65,28.37,2.88,0.72,61.76,0.13,0.07,0.07,35.88,231.44,141.24,1.05,0.72,0.0,0.39,0.13,37.19,0.13,25.0,0.52,0.13,0.13,0.5,9.2,0.0,0,0,1.3,1.3,0.16,-0.3,-0.3
Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,24.0,1998.0,21.8,40.0,1.06,0.46,0.28,0.46,0.32,0.46,1.15,0.69,0.87,0.18,0.69,0.32,1.38,0.78,0.0,3.17,0.32,2.25,0.32,0.18,0.23,0.18,0.0,0.28,0.0,0.0,0.05,0.0,0.0,69.3,80.6,72.7,45.7,21.74,31.38,350.05,96.51,10.64,13.21,8.67,11.93,1.47,3.21,0.23,0.11,0.15,0.12,1.19,1.38,1.38,0.23,3.53,31.38,28.17,3.12,0.37,0.23,0.09,2.89,1.7,0.5,0.23,0.18,0.0,21.74,0.09,1.47,31,25,"1,962",0,0,0.18,0.41,0.18,0.41,0.18,0.11,0.29,0.18,0.29,0.14,0.0,2.61,3.53,6.65,38.6,52.6,43.53,1.01,4.72,17.16,22.25,3.76,43.53,2.61,1.01,1.38,24.68,149.4,62.57,2.61,1.42,0.69,2.66,0.83,27.89,6.65,34.7,2.25,0.78,0.08,0.24,17.4,3.0,0,0,3.9,3.9,0.08,0.1,0.1
Johan Vásquez,mx MEX,DF,Genoa,it Serie A,24.0,1998.0,31.7,64.0,1.61,1.04,1.2,0.35,0.06,1.01,1.58,0.57,1.58,0.82,0.76,1.42,3.03,3.56,0.0,1.23,0.13,0.66,0.03,0.13,0.25,0.16,0.0,0.06,0.0,0.0,0.06,0.0,0.0,76.7,89.2,83.1,48.4,33.72,43.97,621.32,203.82,13.09,14.67,16.78,20.19,3.41,7.03,0.03,0.03,0.03,0.01,0.35,1.92,0.25,0.13,2.56,43.97,37.73,6.12,1.07,0.0,0.16,0.95,4.07,0.0,0.0,0.0,0.0,33.72,0.13,0.85,37,32,"2,850",0,0,0.03,0.06,0.03,0.06,0.06,0.03,0.08,0.06,0.08,0.19,0.0,0.91,2.56,1.92,45.5,31.8,55.9,5.87,24.23,24.45,7.44,1.92,55.9,0.69,0.32,0.22,27.1,132.24,68.86,0.91,0.82,0.16,0.79,0.35,30.76,1.92,29.4,1.07,0.32,0.03,0.1,13.6,0.0,0,0,1.9,1.9,0.05,-0.9,-0.9
José Luis García Vayá,es ESP,MF,Valencia,es La Liga,24.0,1998.0,36.7,52.1,2.13,1.44,0.98,0.98,0.16,1.01,1.93,0.93,1.12,0.27,0.84,1.34,3.46,1.93,0.0,3.38,0.22,2.15,0.93,0.03,0.14,0.08,0.05,0.22,0.0,0.0,0.0,0.0,0.0,78.4,85.7,84.5,56.8,45.53,58.09,830.49,291.72,19.51,22.75,18.77,22.21,5.8,10.22,0.03,0.09,0.12,-0.06,1.5,5.89,1.04,0.38,6.84,58.09,51.91,5.83,2.72,0.14,0.76,4.01,0.08,2.94,0.6,1.09,0.03,45.53,0.35,0.74,37,37,"3,302",7,8,0.19,0.22,0.0,0.03,0.2,0.09,0.29,0.03,0.11,0.11,0.0,0.82,6.84,1.17,46.2,38.5,66.68,3.19,14.69,39.78,12.97,0.38,66.46,0.71,0.33,0.27,32.64,146.24,71.63,0.82,0.84,0.08,0.44,0.57,39.46,1.17,18.5,0.74,0.14,0.0,0.0,33.8,12.0,7,8,7.3,1.0,0.04,-0.3,-1.0
Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,32.0,1991.0,15.8,72.0,2.34,1.58,1.39,0.89,0.06,1.14,1.58,0.44,1.71,0.32,1.39,0.76,3.1,2.28,0.0,3.81,0.7,2.97,0.06,0.25,0.19,0.25,0.06,0.51,0.0,0.06,0.06,0.06,0.0,85.7,92.4,88.1,42.5,58.86,68.67,839.37,210.76,35.38,38.29,19.68,22.34,1.96,4.62,0.38,0.24,0.23,0.14,1.9,1.71,1.9,0.51,3.67,68.67,60.25,8.35,0.63,0.32,0.44,2.97,7.59,0.13,0.0,0.06,0.0,58.86,0.06,1.08,29,14,"1,419",0,0,0.19,0.57,0.19,0.57,0.07,0.24,0.31,0.07,0.31,0.0,0.0,1.77,3.67,10.13,51.1,40.4,81.39,3.29,20.7,31.52,29.49,4.3,81.39,2.97,1.52,1.2,44.81,195.25,92.03,1.77,1.39,0.76,1.14,0.95,57.66,10.13,58.3,0.76,0.44,0.25,0.43,13.4,0.0,0,0,1.2,1.1,0.09,1.8,1.9
Matías Vecino,uy URU,MF,Lazio,it Serie A,31.0,1991.0,12.8,64.5,2.5,1.33,0.94,1.56,0.0,1.56,2.42,0.86,1.33,0.39,0.94,0.94,3.44,1.64,0.0,2.03,0.16,1.8,0.0,0.0,0.16,0.0,0.08,0.08,0.0,0.0,0.08,0.0,0.0,82.8,88.0,87.8,59.0,48.52,58.59,772.89,231.48,25.16,28.59,19.69,22.42,2.81,4.77,0.08,0.03,0.09,0.05,0.55,5.31,0.78,0.0,5.78,58.59,57.19,0.94,0.62,0.16,0.23,0.39,0.31,0.0,0.0,0.0,0.0,48.52,0.47,0.94,31,8,"1,153",0,0,0.47,0.55,0.47,0.55,0.29,0.03,0.32,0.29,0.32,0.62,0.0,1.25,5.78,3.36,71.4,28.6,71.02,2.19,13.83,43.36,14.3,3.28,71.02,1.09,0.78,0.31,35.39,179.06,88.98,1.25,1.33,0.16,1.48,0.08,51.8,3.36,33.3,2.58,0.86,0.18,0.55,15.7,0.0,0,0,3.7,3.7,0.11,2.3,2.3
Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,27.0,1995.0,21.3,51.6,1.46,0.7,0.8,0.61,0.05,0.75,1.46,0.7,1.46,0.94,0.52,0.8,2.25,2.68,0.0,0.66,0.14,0.66,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,82.3,87.5,90.3,62.4,50.05,60.8,1048.45,356.1,14.79,16.9,27.23,30.14,7.7,12.35,0.05,0.04,0.04,0.01,0.28,3.05,0.66,0.28,4.18,60.8,57.46,2.91,2.49,0.09,1.22,0.94,0.14,0.05,0.0,0.0,0.0,50.05,0.42,0.33,23,21,"1,920",0,0,0.09,0.14,0.09,0.14,0.08,0.04,0.12,0.08,0.12,0.09,0.0,0.75,4.18,0.61,75.0,25.0,68.59,6.48,32.58,32.3,3.94,0.61,68.59,0.19,0.14,0.05,40.8,203.38,122.54,0.75,0.56,0.05,0.47,0.09,47.61,0.61,50.0,0.28,0.14,0.33,0.67,16.1,0.0,0,0,1.7,1.7,0.29,0.3,0.3
Joël Veltman,nl NED,DF,Brighton,eng Premier League,31.0,1992.0,17.6,67.2,3.07,2.33,1.82,0.97,0.28,2.22,3.3,1.08,0.97,0.4,0.57,1.02,4.09,3.24,0.06,1.02,0.06,0.68,0.11,0.0,0.0,0.17,0.06,0.06,0.0,0.0,0.0,0.0,0.0,83.7,89.0,87.8,58.5,43.07,51.48,699.83,187.33,21.19,23.81,18.75,21.36,2.73,4.66,0.06,0.03,0.03,0.03,0.23,2.9,0.45,0.0,4.83,51.48,44.66,6.7,1.99,0.11,0.0,0.62,4.72,0.0,0.0,0.0,0.0,43.07,0.11,0.91,27,17,"1,588",0,0,0.06,0.11,0.06,0.11,0.02,0.03,0.05,0.02,0.05,0.23,0.0,1.36,4.83,3.07,9.1,45.5,62.67,5.4,21.48,29.37,12.1,0.97,62.67,0.62,0.06,0.28,34.15,143.86,61.14,1.36,0.97,0.0,1.19,0.4,37.33,3.07,60.0,0.28,0.17,0.2,0.33,14.2,0.0,0,0,0.4,0.4,0.08,0.6,0.6
Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,22.0,2001.0,26.0,72.7,1.88,1.35,1.31,0.46,0.12,0.92,1.27,0.35,0.96,0.58,0.38,0.69,2.58,3.0,0.04,0.42,0.04,0.35,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,93.8,96.6,95.0,79.8,65.31,69.62,1147.69,391.23,25.92,26.85,34.38,36.19,3.81,4.77,0.0,0.0,0.01,0.0,0.04,4.65,0.12,0.0,4.15,69.62,65.65,3.85,1.85,0.0,0.04,0.12,0.81,0.0,0.0,0.0,0.0,65.31,0.12,0.19,27,27,"2,339",0,0,0.12,0.12,0.12,0.12,0.02,0.0,0.02,0.02,0.02,0.19,0.0,0.73,4.15,0.35,55.6,33.3,77.77,9.38,37.12,37.54,3.92,0.58,77.77,1.04,0.58,0.35,54.65,250.65,117.62,0.73,0.62,0.08,0.58,0.46,57.62,0.35,37.5,0.31,0.12,0.38,1.0,16.0,0.0,0,0,0.6,0.6,0.08,2.4,2.4
Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,20.0,2002.0,21.0,50.0,0.05,0.05,0.05,0.0,0.0,0.05,0.1,0.05,0.0,0.0,0.0,0.0,0.05,0.52,0.14,0.14,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.4,99.0,98.1,57.1,35.86,41.05,713.43,494.33,14.48,14.62,14.71,15.0,6.14,10.76,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,41.05,36.71,4.29,0.81,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,35.86,0.05,0.05,21,21,"1,890",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.14,0.0,100.0,0.0,43.14,37.1,42.71,0.43,0.0,0.0,43.14,0.05,0.05,0.0,32.0,120.0,60.9,0.0,0.0,0.0,0.0,0.0,27.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jordan Veretout,fr FRA,MF,Marseille,fr Ligue 1,30.0,1993.0,24.3,46.2,1.56,0.91,0.78,0.53,0.25,0.74,1.6,0.86,0.82,0.16,0.66,0.53,2.1,1.03,0.0,3.88,0.49,2.84,0.78,0.08,0.12,0.04,0.0,0.41,0.04,0.0,0.04,0.0,0.0,78.2,87.4,83.8,53.1,43.17,55.19,817.9,262.06,15.39,17.61,21.48,25.64,4.94,9.3,0.08,0.21,0.19,-0.12,1.98,5.93,1.4,0.37,7.98,55.19,49.67,5.27,1.85,0.25,0.33,4.69,0.37,2.96,1.19,1.15,0.0,43.17,0.25,1.03,29,24,"2,183",0,0,0.04,0.12,0.04,0.12,0.12,0.21,0.33,0.12,0.33,0.16,0.0,2.18,7.98,3.33,42.9,57.1,62.39,1.6,9.09,33.0,21.19,1.4,62.39,0.86,0.37,0.49,46.09,267.57,112.8,2.18,2.22,0.45,0.99,0.95,42.22,3.33,22.2,1.48,0.33,0.03,0.13,22.9,6.0,0,0,2.9,2.9,0.08,-1.9,-1.9
