,Player,Nation,Pos,Squad,Comp,Age,Born,90s,MP,Starts,Min,Dribblers_Tackle_W%,Tackles_per90,Tackles_Won_per90,Tackles_Def_3rd_per90,Tackles_Mid_3rd_per90,Tackles_Att_3rd_per90,Dribblers_Tackled_per90,Dribblers_Challenged_per90,Dribblers_Tackle_Lost_per90,Blocks_per90,Shots_Blocked_per90,Passes_Blocked_Def_per90,Interceptions_per90,Tackles+Interceptions_per90,Clearances_per90,Errors_Shots_per90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per90,Pass_Dead_Shot_per90,Take_Ons_Shot_per90,Shot-Shot_per90,Fouls_drawn_Shot_per90,Defensive_Shot_per90,Pass_Live_Goal_per90,Pass_Dead_Goal_per90,Take_Ons_Goal_per90,Shot_Goal_per90,Fouls_Drawn_Goal_per90,Defensive_Goal_per90,Passes_Total_Cmp%,Passes_Short_Cmp%,Passes_Medium_Cmp%,Passes_Long_Cmp%,Passes_Total_Cmp_per90,Passes_Total_Att_per90,Passes_TotDist_per90,Passes_PrgDist_per90,Passes_Short_Cmp_per90,Passes_Short_Att_per90,Passes_Medium_Cmp_per90,Passes_Medium_Att_per90,Passes_Long_Cmp_per90,Passes_Long_Att_per90,Assists_per90,xAG_per90_x,xA_per90,A-xAG_per90,Key_Passes_per90,Passes_1/3_per90,Passes_Penalty_Area_per90,Crosses_Penalty_Area_per90,Progressive_Passes_per90,Passes_Attempted_per90,Live_Ball_Passes_per90,Dead_Ball_Passes_per90,Free_Kick_Passes_per90,Through_Balls_per90,Switches_per90,Crosses_per90,Throw_Ins_Taken_per90,Corner_Kicks_per90,In_Corner_Kicks_per90,Out_Corner_Kicks_per90,Str_Corner_Kicks_per90,Passes_Cmp_per90,Passes_Offside_per90,Passes_Blocked_Off_per90,PK,PK_Attempted,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90_y,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Yellow_per90,Red_per90,Prg_Carries_per90,Prg_Passes_per90,Prg_Passes_Received_per90,Take_Ons_Succ%,Tackled_Take_Ons%,Touches_per90,Touches_Def_Pen_per90,Touches_Def_3rd_per90,Touches_Mid_3rd_per90,Touches_Att_3rd_per90,Touches_Att_Pen_per90,Tocuhes_Live_Balls_per90,Take_Ons_Attempted_per90,Take_Ons_Succ_per90,Tackled_Take_Ons_per90,Carries_per90,Total_Distance_per90,Progressive_Distance_Carried_per90,Progressive_Carries_per90,1/3_Carries_per90,Carries_Penalty_Area_per90,Miscontrols_per90,Dispossessed_per90,Passes_Received_per90,Progressive_Passes_Received_per90,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Main_Pos,Secondary_Pos,Total_90s
379,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,27.0,1996.0,20.7,29,20,1859,33.3,1.69,0.97,0.68,0.77,0.24,0.82,2.46,1.64,1.35,0.24,1.11,0.97,2.66,1.06,0.0,3.34,0.44,1.93,0.82,0.14,0.19,0.19,0.05,0.19,0.05,0.05,0.05,0.1,0.0,78.2,89.4,84.3,43.5,32.13,41.06,508.79,144.64,16.76,18.74,11.93,14.15,2.27,5.22,0.14,0.12,0.15,0.03,1.74,3.19,1.06,0.24,4.54,41.06,37.63,3.38,1.3,0.43,0.14,3.67,0.1,1.93,0.92,0.82,0.0,32.13,0.05,0.77,1.0,1.0,0.39,0.53,0.34,0.48,0.23,0.12,0.35,0.19,0.31,0.34,0.0,2.08,4.54,4.69,50.0,42.1,52.66,1.11,7.78,28.07,17.58,2.37,52.61,1.84,0.92,0.77,31.16,197.63,86.81,2.08,1.74,0.24,2.03,0.97,37.29,4.69,41.3,2.23,0.92,0.15,0.37,19.8,5.0,1,1,4.8,4.0,0.09,3.2,3.0,MF,None,20.7
380,Lovro Majer,hr CRO,"MF,FW",Wolfsburg,de Bundesliga,25.0,1998.0,23.4,32,25,2106,38.7,1.67,0.77,0.73,0.94,0.0,0.51,1.32,0.81,0.85,0.04,0.81,0.51,2.18,0.56,0.0,3.59,0.47,2.74,0.43,0.09,0.17,0.17,0.0,0.34,0.0,0.04,0.04,0.04,0.0,73.1,86.0,77.8,45.0,32.48,44.4,511.11,145.56,16.79,19.53,12.14,15.6,2.31,5.13,0.21,0.14,0.21,0.08,1.62,3.68,1.24,0.26,5.3,44.4,41.37,2.91,0.77,0.04,0.09,3.8,0.13,1.79,0.9,0.73,0.0,32.48,0.13,1.71,2.0,2.0,0.21,0.43,0.13,0.34,0.23,0.14,0.37,0.16,0.3,0.21,0.0,2.61,5.3,5.98,50.0,38.0,55.04,0.6,7.65,25.56,22.69,2.78,54.96,2.14,1.07,0.81,33.93,208.72,87.56,2.61,1.62,0.38,2.52,1.15,39.62,5.98,28.6,1.5,0.43,0.09,0.3,21.1,2.0,2,2,5.4,3.8,0.11,-0.4,-0.8,MF,FW,23.4
381,Loïc Bade,fr FRA,DF,Sevilla,es La Liga,23.0,2000.0,25.3,28,27,2277,61.2,2.57,1.62,2.09,0.47,0.0,1.19,1.94,0.75,0.91,0.59,0.32,1.5,4.07,4.58,0.08,0.79,0.16,0.71,0.0,0.0,0.04,0.0,0.04,0.12,0.0,0.0,0.04,0.0,0.0,82.7,90.8,88.9,53.3,43.99,53.2,851.66,325.85,14.74,16.25,24.62,27.71,4.19,7.87,0.04,0.02,0.02,0.02,0.36,3.12,0.04,0.0,3.0,53.2,51.7,1.34,1.19,0.04,0.71,0.08,0.16,0.0,0.0,0.0,0.0,43.99,0.16,0.47,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.02,0.05,0.04,0.05,0.2,0.04,0.59,3.0,0.12,52.4,47.6,65.14,7.27,36.36,27.35,2.17,0.95,65.14,0.83,0.43,0.4,33.44,177.47,93.2,0.59,0.32,0.04,0.47,0.16,39.53,0.12,21.4,0.55,0.12,0.0,0.0,12.7,0.0,0,0,0.9,0.9,0.06,-0.9,-0.9,DF,None,25.3
382,Lucas Boyé,ar ARG,FW,Granada,es La Liga,27.0,1996.0,28.2,31,30,2541,41.2,1.77,0.89,0.5,0.89,0.39,0.5,1.21,0.71,1.24,0.18,1.06,0.35,2.13,1.63,0.0,2.76,0.28,2.06,0.04,0.35,0.25,0.04,0.04,0.21,0.0,0.07,0.0,0.0,0.0,71.9,79.8,72.5,74.4,16.1,22.38,228.65,55.53,9.93,12.45,4.11,5.67,1.13,1.52,0.11,0.1,0.07,0.01,0.92,1.56,0.46,0.14,2.3,22.38,20.0,2.13,0.04,0.07,0.18,0.5,0.04,0.0,0.0,0.0,0.0,16.1,0.25,0.89,0.0,0.0,0.21,0.32,0.21,0.32,0.22,0.1,0.32,0.22,0.32,0.28,0.04,1.28,2.3,4.65,40.8,57.7,40.14,1.99,4.72,19.86,16.1,4.22,40.14,4.61,1.88,2.66,22.48,109.33,36.74,1.28,1.49,0.57,4.04,3.05,26.49,4.65,26.8,1.98,0.53,0.11,0.4,13.3,1.0,0,0,6.2,6.2,0.11,-0.2,-0.2,FW,None,28.2
383,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,30.0,1993.0,26.8,33,27,2410,56.8,1.75,0.71,1.31,0.34,0.11,0.93,1.64,0.71,0.75,0.07,0.67,0.97,2.72,2.5,0.0,2.76,0.15,1.79,0.71,0.0,0.11,0.11,0.04,0.15,0.0,0.0,0.0,0.0,0.0,75.1,88.2,76.7,44.6,37.87,50.41,606.12,208.77,19.55,22.16,15.15,19.74,2.46,5.52,0.11,0.15,0.13,-0.04,1.38,1.83,1.27,0.56,2.87,50.41,40.86,9.44,1.34,0.0,0.15,5.75,6.75,1.34,0.93,0.19,0.0,37.87,0.11,1.57,0.0,0.0,0.04,0.15,0.04,0.15,0.04,0.15,0.19,0.04,0.19,0.26,0.0,1.57,2.87,7.46,30.3,48.5,59.33,2.65,17.46,20.19,22.13,2.09,59.33,1.23,0.37,0.6,31.34,135.45,66.64,1.57,0.71,0.15,0.6,0.56,34.51,7.46,20.0,0.75,0.15,0.05,0.25,20.0,6.0,0,0,1.1,1.1,0.05,-0.1,-0.1,DF,None,26.8
384,Lucas Höler,de GER,"FW,MF",Freiburg,de Bundesliga,29.0,1994.0,25.6,33,26,2305,17.4,1.25,0.94,0.55,0.39,0.31,0.16,0.9,0.74,0.74,0.16,0.59,0.59,1.84,1.37,0.0,2.5,0.31,1.91,0.0,0.04,0.16,0.23,0.16,0.23,0.0,0.0,0.0,0.04,0.04,66.8,71.8,69.8,66.7,19.3,28.87,258.55,58.59,11.76,16.37,4.96,7.11,0.94,1.41,0.08,0.08,0.08,-0.0,1.25,1.33,0.47,0.04,1.91,28.87,28.01,0.62,0.16,0.08,0.12,0.47,0.12,0.0,0.0,0.0,0.0,19.3,0.23,1.09,1.0,2.0,0.27,0.35,0.23,0.31,0.34,0.08,0.42,0.27,0.36,0.27,0.0,0.94,1.91,5.98,44.8,51.7,39.38,1.8,6.21,17.85,15.59,3.79,39.3,1.13,0.51,0.59,21.33,88.44,32.97,0.94,0.47,0.2,2.3,0.74,28.01,5.98,50.0,1.25,0.62,0.19,0.38,13.5,0.0,1,2,8.6,7.0,0.22,-1.6,-1.0,FW,MF,25.6
385,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,27.0,1996.0,25.5,29,26,2291,66.7,2.94,1.84,1.69,1.1,0.16,1.41,2.12,0.71,1.49,0.55,0.94,1.18,4.12,2.71,0.16,1.53,0.2,1.22,0.12,0.0,0.16,0.04,0.0,0.16,0.0,0.0,0.04,0.0,0.0,81.7,94.1,89.2,55.6,53.41,65.41,1096.12,453.45,18.08,19.22,27.25,30.55,7.61,13.69,0.04,0.07,0.04,-0.03,0.59,6.27,0.71,0.08,6.94,65.41,63.1,1.96,1.84,0.08,1.1,0.2,0.12,0.0,0.0,0.0,0.0,53.41,0.35,0.55,0.0,0.0,0.2,0.24,0.2,0.24,0.11,0.07,0.18,0.11,0.18,0.35,0.0,0.9,6.94,0.63,46.4,46.4,77.1,4.51,30.67,41.73,5.18,1.61,77.1,1.1,0.51,0.51,46.43,258.43,138.9,0.9,0.78,0.12,0.82,0.27,50.75,0.63,29.2,0.94,0.27,0.21,0.71,10.2,0.0,0,0,2.7,2.7,0.11,2.3,2.3,DF,None,25.5
386,Lucas Ocampos,ar ARG,"FW,MF",Sevilla,es La Liga,29.0,1994.0,31.9,35,34,2871,50.0,2.07,1.47,0.69,0.85,0.53,0.91,1.82,0.91,1.07,0.03,1.03,0.66,2.73,0.91,0.0,3.1,0.28,2.32,0.06,0.13,0.13,0.34,0.13,0.25,0.0,0.0,0.0,0.0,0.03,67.1,80.2,68.5,40.6,26.24,39.09,410.78,110.82,14.86,18.53,8.12,11.85,2.16,5.33,0.09,0.14,0.13,-0.05,1.13,1.63,1.25,0.63,3.89,39.09,34.86,4.11,0.16,0.06,0.6,3.76,3.89,0.03,0.0,0.03,0.0,26.24,0.13,1.6,1.0,1.0,0.13,0.22,0.09,0.19,0.17,0.14,0.31,0.14,0.29,0.25,0.0,3.67,3.89,8.31,36.9,50.8,53.82,0.94,7.02,20.6,27.3,3.92,53.79,4.08,1.5,2.07,30.19,198.84,90.5,3.67,2.41,1.1,3.1,1.76,36.71,8.31,36.5,1.97,0.72,0.05,0.13,16.9,0.0,1,1,5.4,4.6,0.07,-1.4,-1.6,FW,MF,31.9
387,Lucas Paquetá,br BRA,"FW,MF",West Ham,eng Premier League,25.0,1997.0,29.1,31,31,2622,48.1,2.44,1.65,1.31,0.89,0.24,0.86,1.79,0.93,0.96,0.03,0.93,0.72,3.16,0.96,0.07,3.26,0.55,2.65,0.03,0.24,0.07,0.21,0.07,0.45,0.03,0.07,0.0,0.0,0.0,73.9,83.8,76.8,54.9,37.18,50.34,569.11,200.76,20.55,24.54,11.48,14.95,3.26,5.95,0.21,0.19,0.18,0.02,1.48,4.91,1.72,0.27,6.43,50.34,48.01,2.06,0.69,1.03,0.58,1.2,0.38,0.0,0.0,0.0,0.0,37.18,0.27,1.82,2.0,2.0,0.14,0.34,0.07,0.27,0.18,0.18,0.37,0.13,0.32,0.34,0.0,1.17,6.43,3.99,53.2,37.7,63.4,1.44,10.96,34.98,18.32,2.16,63.33,2.65,1.41,1.0,37.9,154.26,60.86,1.17,1.37,0.41,2.47,2.78,46.39,3.99,20.0,1.37,0.27,0.05,0.25,17.8,1.0,2,2,5.4,3.8,0.1,-1.4,-1.8,FW,MF,29.1
388,Lucas Perrin,fr FRA,DF,Strasbourg,fr Ligue 1,24.0,1998.0,30.3,31,30,2723,60.9,1.55,0.99,1.09,0.46,0.0,0.92,1.52,0.59,1.49,1.06,0.43,0.92,2.48,3.73,0.0,0.46,0.03,0.4,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,87.4,92.4,94.4,61.4,53.07,60.69,1096.6,424.59,14.36,15.54,31.58,33.47,6.47,10.53,0.03,0.03,0.04,0.01,0.2,3.73,0.36,0.07,3.8,60.69,55.87,4.72,2.77,0.13,0.3,0.17,0.46,0.0,0.0,0.0,0.0,53.07,0.1,0.26,0.0,0.0,0.0,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05,0.1,0.0,0.56,3.8,0.26,50.0,40.0,70.03,11.55,37.66,30.92,1.91,0.79,70.03,0.33,0.17,0.13,51.25,305.84,173.56,0.56,0.36,0.07,0.5,0.13,47.72,0.26,25.0,0.4,0.1,0.0,0.0,18.2,0.0,0,0,0.6,0.6,0.05,-0.6,-0.6,DF,None,30.3
389,Lucas Torró,es ESP,MF,Osasuna,es La Liga,29.0,1994.0,19.9,28,21,1788,39.3,1.26,0.75,0.55,0.4,0.3,0.55,1.41,0.85,0.5,0.1,0.4,1.66,2.91,1.86,0.0,1.31,0.1,0.95,0.05,0.05,0.2,0.05,0.0,0.05,0.0,0.0,0.05,0.0,0.0,75.7,81.0,80.6,56.3,30.35,40.1,485.73,125.18,14.97,18.49,12.56,15.58,2.01,3.57,0.0,0.03,0.03,-0.03,0.45,2.81,0.3,0.0,3.02,40.1,39.45,0.6,0.6,0.0,0.3,0.15,0.0,0.0,0.0,0.0,0.0,30.35,0.05,0.4,0.0,0.0,0.05,0.05,0.05,0.05,0.07,0.03,0.1,0.07,0.1,0.25,0.0,0.15,3.02,0.75,75.0,12.5,49.55,2.71,11.21,27.69,10.75,1.76,49.55,0.4,0.3,0.05,21.26,91.91,27.89,0.15,0.35,0.05,0.7,0.5,28.59,0.75,23.3,1.51,0.35,0.03,0.14,22.3,1.0,0,0,1.5,1.5,0.05,-0.5,-0.5,MF,None,19.9
390,Lucas Tousart,fr FRA,MF,Union Berlin,de Bundesliga,26.0,1997.0,17.5,23,18,1572,45.9,2.0,1.14,0.8,0.97,0.23,0.97,2.11,1.14,1.83,0.51,1.31,1.43,3.43,2.34,0.0,1.37,0.0,0.97,0.0,0.06,0.29,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,74.4,79.3,82.5,64.7,22.23,29.89,363.66,107.31,10.51,13.26,8.63,10.46,1.89,2.91,0.0,0.05,0.02,-0.05,0.4,1.89,0.11,0.0,2.91,29.89,29.37,0.34,0.17,0.17,0.11,0.51,0.0,0.0,0.0,0.0,0.0,22.23,0.17,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,0.29,0.0,0.86,2.91,1.89,47.6,52.4,44.11,3.26,13.14,22.29,9.31,2.51,44.11,1.2,0.57,0.63,19.03,97.54,43.54,0.86,0.74,0.29,1.94,0.74,22.23,1.89,24.0,1.43,0.34,0.0,0.0,18.0,0.0,0,0,1.5,1.5,0.06,-1.5,-1.5,MF,None,17.5
391,Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,32.0,1991.0,15.8,29,14,1419,72.0,2.34,1.58,1.39,0.89,0.06,1.14,1.58,0.44,1.71,0.32,1.39,0.76,3.1,2.28,0.0,3.81,0.7,2.97,0.06,0.25,0.19,0.25,0.06,0.51,0.0,0.06,0.06,0.06,0.0,85.7,92.4,88.1,42.5,58.86,68.67,839.37,210.76,35.38,38.29,19.68,22.34,1.96,4.62,0.38,0.24,0.23,0.14,1.9,1.71,1.9,0.51,3.67,68.67,60.25,8.35,0.63,0.32,0.44,2.97,7.59,0.13,0.0,0.06,0.0,58.86,0.06,1.08,0.0,0.0,0.19,0.57,0.19,0.57,0.07,0.24,0.31,0.07,0.31,0.0,0.0,1.77,3.67,10.13,51.1,40.4,81.39,3.29,20.7,31.52,29.49,4.3,81.39,2.97,1.52,1.2,44.81,195.25,92.03,1.77,1.39,0.76,1.14,0.95,57.66,10.13,58.3,0.76,0.44,0.25,0.43,13.4,0.0,0,0,1.2,1.1,0.09,1.8,1.9,DF,None,15.8
392,Ludovic Ajorque,fr FRA,FW,Mainz 05,de Bundesliga,29.0,1994.0,15.1,26,15,1360,18.2,0.2,0.13,0.07,0.13,0.0,0.13,0.73,0.6,0.4,0.13,0.26,0.26,0.46,0.73,0.0,2.45,0.0,1.92,0.07,0.0,0.07,0.33,0.07,0.0,0.0,0.0,0.0,0.0,0.0,70.2,71.4,72.4,78.9,21.06,30.0,301.06,31.72,11.39,15.96,6.95,9.6,0.99,1.26,0.0,0.07,0.11,-0.07,1.06,1.39,0.2,0.0,1.39,30.0,28.01,1.85,0.13,0.13,0.26,0.2,0.0,0.0,0.0,0.0,0.0,21.06,0.13,0.4,0.0,2.0,0.13,0.13,0.13,0.13,0.35,0.06,0.41,0.25,0.31,0.26,0.0,0.33,1.39,5.83,18.2,72.7,39.93,0.79,3.51,20.79,15.76,5.63,39.8,0.73,0.13,0.53,17.22,59.87,19.27,0.33,0.4,0.07,2.78,0.66,29.8,5.83,22.2,1.79,0.4,0.07,0.33,13.1,0.0,0,2,5.3,3.7,0.14,-3.3,-1.7,FW,None,15.1
393,Ludovic Blas,fr FRA,"FW,MF",Rennes,fr Ligue 1,25.0,1997.0,17.4,29,18,1563,42.9,1.72,0.8,0.92,0.75,0.06,0.69,1.61,0.92,0.75,0.06,0.69,0.34,2.07,0.52,0.0,2.59,0.35,1.61,0.29,0.34,0.29,0.06,0.0,0.17,0.0,0.0,0.11,0.06,0.0,78.1,86.8,78.1,62.0,22.7,29.08,403.68,106.44,9.43,10.86,9.66,12.36,2.53,4.08,0.06,0.1,0.11,-0.04,1.15,2.13,1.03,0.23,3.39,29.08,26.9,2.07,0.8,0.06,0.23,3.05,0.23,1.03,0.34,0.29,0.0,22.7,0.11,0.69,1.0,2.0,0.23,0.29,0.17,0.23,0.27,0.1,0.37,0.18,0.27,0.17,0.0,2.64,3.39,9.02,36.2,56.5,42.3,0.34,5.29,17.01,21.03,3.39,42.18,3.97,1.44,2.24,32.01,225.06,99.83,2.64,2.13,0.46,2.3,1.67,29.6,9.02,35.7,2.42,0.86,0.07,0.2,20.0,0.0,1,2,4.7,3.1,0.07,-0.7,-0.1,FW,MF,17.4
394,Luis Alberto,es ESP,MF,Lazio,it Serie A,30.0,1992.0,25.7,33,29,2311,28.3,1.36,0.78,0.62,0.47,0.27,0.58,2.06,1.48,1.32,0.16,1.17,0.27,1.63,0.51,0.0,4.6,0.35,3.15,1.13,0.0,0.27,0.0,0.04,0.31,0.04,0.0,0.0,0.0,0.0,77.6,89.2,82.2,43.5,50.7,65.33,796.07,255.56,27.67,31.01,17.2,20.93,4.05,9.3,0.27,0.18,0.19,0.09,2.49,6.69,1.87,0.16,8.25,65.33,56.5,8.37,2.76,0.54,0.23,5.84,0.51,4.44,1.75,2.1,0.0,50.7,0.47,1.09,0.0,0.0,0.19,0.47,0.19,0.47,0.18,0.18,0.37,0.18,0.37,0.27,0.0,3.23,8.25,4.82,55.6,35.6,74.09,0.89,8.99,39.07,26.85,2.37,74.09,1.75,0.97,0.62,39.61,206.34,124.2,3.23,2.41,0.39,1.28,0.93,53.81,4.82,26.8,2.18,0.58,0.09,0.33,22.0,4.0,0,0,4.7,4.7,0.08,0.3,0.3,MF,None,25.7
395,Luis Díaz,co COL,FW,Liverpool,eng Premier League,26.0,1997.0,29.2,37,32,2629,23.3,1.2,0.86,0.17,0.58,0.45,0.24,1.03,0.79,0.51,0.0,0.51,0.1,1.3,0.27,0.0,5.58,0.31,4.14,0.03,0.58,0.51,0.27,0.03,0.31,0.0,0.0,0.0,0.0,0.0,83.5,90.2,85.6,74.7,30.75,36.82,471.64,100.38,18.05,20.0,9.38,10.96,2.33,3.12,0.17,0.2,0.16,-0.02,2.19,2.12,1.54,0.1,3.87,36.82,35.62,0.99,0.14,0.14,0.38,0.89,0.82,0.0,0.0,0.0,0.0,30.75,0.21,0.99,0.0,0.0,0.27,0.45,0.27,0.45,0.41,0.19,0.6,0.41,0.6,0.1,0.0,4.69,3.87,10.34,47.9,40.7,49.76,0.34,3.22,18.12,29.38,7.5,49.76,4.79,2.29,1.95,34.83,256.85,126.37,4.69,2.64,2.4,2.36,2.47,38.63,10.34,34.0,3.22,1.1,0.09,0.25,15.0,0.0,0,0,11.9,11.9,0.13,-3.9,-3.9,FW,None,29.2
396,Luis Javier Suárez,co COL,FW,Almería,es La Liga,25.0,1997.0,10.2,15,10,917,33.3,0.69,0.49,0.2,0.49,0.0,0.2,0.59,0.39,1.08,0.0,1.08,0.0,0.69,1.27,0.0,2.66,0.3,1.37,0.0,0.49,0.49,0.29,0.0,0.1,0.0,0.2,0.0,0.0,0.0,74.3,82.4,83.1,70.6,14.71,19.8,245.59,38.14,7.35,8.92,5.78,6.96,1.18,1.67,0.0,0.06,0.05,-0.06,0.69,1.37,0.2,0.1,1.47,19.8,18.04,1.67,0.1,0.2,0.1,0.69,0.0,0.0,0.0,0.0,0.0,14.71,0.1,0.69,1.0,1.0,0.59,0.59,0.49,0.49,0.64,0.06,0.7,0.56,0.62,0.29,0.0,2.94,1.47,5.2,52.2,39.1,32.75,1.08,2.75,14.8,15.69,5.49,32.65,2.25,1.18,0.88,19.12,147.16,67.16,2.94,1.18,1.47,2.94,0.98,22.45,5.2,33.3,3.83,1.28,0.13,0.38,14.2,0.0,1,1,6.5,5.7,0.15,-0.5,-0.7,FW,None,10.2
397,Luis Milla,es ESP,MF,Getafe,es La Liga,28.0,1994.0,23.5,27,25,2115,59.6,2.43,1.4,0.81,1.19,0.43,1.19,2.0,0.81,0.85,0.04,0.81,1.36,3.79,0.43,0.0,3.23,0.21,1.79,1.15,0.0,0.04,0.09,0.17,0.09,0.13,0.0,0.0,0.0,0.0,79.4,90.4,83.5,60.8,43.02,54.17,821.02,238.17,18.85,20.85,16.64,19.91,6.47,10.64,0.04,0.07,0.09,-0.03,1.23,5.96,0.43,0.26,5.15,54.17,46.85,7.02,3.96,0.04,1.7,4.34,0.13,2.77,1.28,1.02,0.0,43.02,0.3,0.72,0.0,0.0,0.0,0.04,0.0,0.04,0.03,0.07,0.1,0.03,0.1,0.26,0.0,1.32,5.15,1.49,32.4,50.0,63.15,1.28,8.34,41.74,14.04,0.43,63.15,1.45,0.47,0.72,29.06,152.13,72.34,1.32,1.11,0.0,1.11,0.72,35.7,1.49,31.3,0.68,0.21,0.0,0.0,25.1,1.0,0,0,0.6,0.6,0.04,-0.6,-0.6,MF,None,23.5
398,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,37.0,1985.0,18.8,32,18,1688,36.0,1.17,0.8,0.53,0.32,0.32,0.48,1.33,0.85,0.69,0.21,0.48,1.12,2.29,0.48,0.0,5.6,0.69,3.94,1.12,0.11,0.21,0.11,0.11,0.64,0.05,0.0,0.0,0.0,0.0,87.0,94.6,89.5,66.4,77.23,88.78,1254.1,383.88,42.02,44.41,24.41,27.29,7.98,12.02,0.32,0.29,0.26,0.03,2.93,8.62,2.23,0.21,10.43,88.78,80.11,8.3,3.56,0.32,1.44,4.79,0.48,3.67,0.8,2.02,0.0,77.23,0.37,1.22,0.0,0.0,0.11,0.43,0.11,0.43,0.07,0.3,0.37,0.07,0.37,0.11,0.0,2.82,10.43,4.52,46.7,37.8,96.38,1.17,13.62,51.97,31.54,2.61,96.38,2.39,1.12,0.9,63.94,322.93,148.67,2.82,3.03,0.69,0.64,1.01,75.9,4.52,40.0,1.33,0.53,0.08,0.2,21.9,1.0,0,0,1.3,1.3,0.05,0.7,0.7,MF,None,18.8
399,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,27.0,1996.0,16.0,25,16,1436,30.8,0.94,0.62,0.44,0.44,0.06,0.25,0.81,0.56,1.56,0.75,0.81,0.81,1.75,4.0,0.06,0.88,0.0,0.81,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.6,91.4,94.3,68.8,64.69,72.19,1202.19,393.31,21.25,23.25,38.12,40.44,4.81,7.0,0.0,0.02,0.06,-0.02,0.31,4.81,0.44,0.0,5.62,72.19,70.38,1.75,0.88,0.19,0.25,0.5,0.88,0.0,0.0,0.0,0.0,64.69,0.06,0.5,0.0,0.0,0.06,0.06,0.06,0.06,0.05,0.02,0.07,0.05,0.07,0.19,0.0,0.88,5.62,0.81,0.0,100.0,81.56,6.31,28.5,48.62,4.62,0.44,81.56,0.06,0.0,0.06,51.38,228.44,127.38,0.88,0.56,0.0,0.25,0.0,58.5,0.81,33.3,0.38,0.13,0.17,0.5,16.2,0.0,0,0,0.7,0.7,0.12,0.3,0.3,DF,None,16.0
400,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,30.0,1992.0,20.5,26,22,1847,61.9,2.44,1.17,1.71,0.63,0.1,1.27,2.05,0.78,1.76,0.68,1.07,1.8,4.24,2.78,0.05,0.68,0.1,0.49,0.1,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,78.2,88.8,80.4,50.7,39.27,50.24,671.22,239.51,18.49,20.83,16.59,20.63,3.61,7.12,0.0,0.01,0.03,-0.01,0.2,3.61,0.2,0.1,3.41,50.24,41.02,9.12,0.68,0.1,0.15,1.02,8.39,0.0,0.0,0.0,0.0,39.27,0.1,0.49,0.0,0.0,0.05,0.05,0.05,0.05,0.03,0.02,0.04,0.03,0.04,0.34,0.0,0.63,3.41,1.56,30.0,30.0,61.17,5.17,21.76,30.39,9.41,0.68,61.17,0.49,0.15,0.15,27.02,116.34,47.85,0.63,0.68,0.0,0.34,0.29,30.0,1.56,37.5,0.39,0.15,0.13,0.33,15.2,0.0,0,0,0.6,0.6,0.07,0.4,0.4,DF,None,20.5
401,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,28.0,1995.0,10.7,12,12,959,60.0,1.03,0.75,0.65,0.28,0.09,0.84,1.4,0.56,1.68,1.03,0.65,0.56,1.59,3.64,0.0,2.16,0.0,1.21,0.84,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.9,89.2,84.8,47.7,49.63,60.56,770.28,291.03,25.51,28.6,18.79,22.15,2.9,6.07,0.0,0.09,0.08,-0.09,1.21,3.08,0.65,0.0,4.21,60.56,50.47,9.91,1.59,0.19,0.28,3.08,5.79,1.78,0.28,1.12,0.0,49.63,0.19,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.0,0.1,0.56,0.0,0.93,4.21,2.8,63.6,36.4,70.47,7.57,26.45,30.47,13.83,1.12,70.47,1.03,0.65,0.37,37.2,173.27,77.76,0.93,1.03,0.09,1.31,0.56,40.65,2.8,0.0,0.19,0.0,0.0,0.0,21.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0,DF,None,10.7
